shop name,postal code,phone number,star,price,number of reviews,street address
Balcony Coffee and Tea,90004,(213) 309-8414,-1,$,52,314 N Western Ave
Prism Coffee,90019,(213) 700-8110,-1,$$,66,1032 Crenshaw Blvd
Alchemist Coffee Project,90005,(213) 388-8767,-1,$$,537,698 S Vermont Ave
BrewWell,91604,,-1,$$,306,6515 West Sunset Blvd
Undergrind Cafe,90034,(310) 730-6392,-1,$,290,2713 S Robertson Blvd
Cafe Korobokgur,90005,(213) 388-8818,-1,$$,358,3464 W 8th St
Cafe Los Feliz,90027,(323) 664-7111,-1,$$,480,2118 Hillhurst Ave
Cafe Beantage,90013,(213) 282-0263,-1,$$,53,345 S Broadway
Mesón Cafe,90004,(213) 595-1275,-1,$,171,459 N Western Ave
Caffé Concerto,90005,(213) 738-0909,-1,$$,870,610 S Serrano Ave
Bricks & Scones,90004,(323) 463-0811,-1,$$,1068,403 N Larchmont Blvd
Uplifters Kitchen,90405,(424) 284-9920,-1,$$,127,2819 Ocean Park Blvd
Metro Cafe,90038,(323) 785-1010,-1,$,63,Hollywood Production Center
Bricks & Scones,90004,(323) 463-0811,-1,$$,1068,403 N Larchmont Blvd
Impresso,90015,(213) 744-1964,-1,$,164,1115 S Hope St
Paradocs Coffee and Tea,90019,(323) 965-2158,-1,$,256,1032 S Fairfax Ave
Metro Cafe,90038,(323) 785-1010,-1,$,63,1149 N Gower St
LaB Coffee & Roasters,90004,(323) 465-6788,-1,$$,129,429 N Western Ave
With Love Market & Cafe,90007,(213) 817-7290,-1,$,95,1969 S Vermont Ave
Ignatius Cafe,90007,,-1,$,151,1451 Dana St
Design Cafe Dabang,90019,(323) 643-4898,-1,$$,58,3501 W Pico Blvd
Blu Elefant Cafe,90018,(323) 641-0466,-1,$,252,2024 W Washington Blvd
Cafe Giverny,90004,(213) 637-0204,-1,$,77,252 S Oxford Ave
Longshot Coffee,90069,(323) 495-3015,-1,$,54,625 N San Vicente Blvd
Lady Chocolatt,90025,(310) 442-2245,-1,$$,194,12008 Wilshire Blvd
Balconi Coffee Company,90064,(310) 906-0267,-1,$$,646,11301 W Olympic Blvd
Space E.Um Cafe,90010,(213) 386-3896,-1,$,113,3020 Wilshire Blvd
Klat,90005,(213) 674-7776,-1,$$,291,621 S Western Ave
Open Space,90036,(323) 424-3059,-1,$,94,457 N Fairfax Ave
Urban Social House,90027,(323) 741-8339,-1,$,88,5220 Hollywood Blvd
Eightfold Coffee,90026,(213) 947-3500,-1,$,75,1294 W Sunset Blvd
Urth Caffé - Downtown,90013,(213) 797-4534,-1,$$,4088,451 S Hewitt St
Cafe Dulce,90012,(213) 346-9910,-1,$,1681,134 Japanese Village Plz
Spoon By H,90036,(323) 930-0789,-1,$,336,7158 Beverly Blvd
Caffé Bene Wilshire,90010,(213) 384-3713,-1,$,587,3287 Wilshire Blvd
Metro Cafe,90038,(323) 785-1010,-1,$,63,Hollywood Production Center
Uplifters Kitchen,90405,(424) 284-9920,-1,$$,127,2819 Ocean Park Blvd
Larchmont Bungalow,90004,(323) 461-1528,-1,$$,2250,107 N Larchmont Blvd
Cafecito Organico,90004,(213) 537-8367,-1,$,356,534 N Hoover St
Tierra Mia Coffee,90026,(213) 483-3955,-1,$,388,1202 N Alvarado St
Cafe London Monochrome,90020,(213) 808-2303,-1,$,72,3663 W 6th St
Club REDdragon,90029,(213) 453-2411,-1,$,124,4350 Normal Ave
La Monarca Bakery & Cafe,90028,(323) 463-0933,-1,$,215,6091 Sunset Blvd
Zweet Cafe,90041,(323) 305-4038,-1,$,135,4682 Eagle Rock Blvd
Awesome Coffee,90010,(213) 674-7558,-1,$$,403,3959 Wilshire Blvd
Cafe Cielito,90020,(213) 568-3143,-1,$,43,3465 W 6th
Cafe Americano on Melrose,90038,(213) 407-4420,-1,$,172,5770 Melrose Ave
Bricks & Scones,90004,(323) 463-0811,-1,$$,1068,403 N Larchmont Blvd
Stir Crazy Coffee Shop,90038,(323) 934-4656,-1,$,274,6903 Melrose Ave
Hwa Sun Ji Tea & Coffee,90010,(213) 382-5302,-1,$,415,3960 Wilshire Blvd
Fratelli Cafe,90046,(323) 938-2233,-1,$$,427,7200 Melrose Ave
Coffee Colab,90021,,-1,$,177,305 E 8th St
Kindness & Mischief Coffee,90042,,-1,$,82,5537 N Figueroa St
Orange Tree Cafe,90020,(213) 388-8876,-1,$,114,3500 W 6th St
Stumptown Coffee,90021,(855) 711-3385,-1,$$,589,806 S Santa Fe Ave
Restore Cafe,90039,(323) 788-3029,-1,$,37,3405 Glendale Blvd
Intelligentsia Coffee,90029,(323) 663-6173,-1,$$,1526,3922 W Sunset Blvd
Nature’s Brew,90007,(213) 741-9393,-1,$,385,2316 S Union Ave
Muse on 8th,90036,(323) 933-6873,-1,$,182,759 S La Brea Ave
RUBIES+DIAMONDS,90028,(323) 465-0400,-1,$$,160,6115 W Sunset Blvd
Stories Books and Cafe,90026,(213) 413-3733,-1,$,298,1716 Sunset Blvd
La Creme Cafe,90046,(323) 951-1007,-1,$,114,7376 Melrose Ave
Berry Que,90028,(323) 462-7888,-1,$,176,1707 N Las Palmas Ave
Demitasse,90012,(213) 613-9300,-1,$$,815,135 S San Pedro St
Spring For Coffee,90013,(213) 228-0041,-1,$,375,548 S Spring St
Bourgeois Pig,90028,(323) 464-6008,-1,$,667,5931 Franklin Ave
Dinosaur Coffee,90029,,-1,$$,292,4334 W Sunset Blvd
Document Coffee Bar,90010,,-1,$,299,3850 Wilshire Blvd
Hashtag Coffee & Tea,90007,(213) 748-1619,-1,$,154,2321 S Hoover St
Coffee Connection,90066,(310) 391-1380,-1,$,318,3838 S Centinela Ave
Coffee Commissary,90046,(323) 782-1465,-1,$$,588,801 N Fairfax Ave
Grace Cafe,90017,(213) 250-7515,-1,$,58,1221 W 3rd St
Foodlab,90046,(323) 851-7120,-1,$$,490,7253 Santa Monica Blvd
Mornings Nights,90026,(323) 664-8811,-1,$,295,1523 Griffith Park Blvd
Chimney Coffee House,90012,(323) 343-0030,-1,$$,366,1100 N Main St
Le Cafe Bonjour,90014,(213) 670-0100,-1,$,44,640 S Hill St
Alcove Café & Bakery,90027,(323) 644-0100,-1,$$,3445,1929 Hillhurst Ave
Blacktop Coffee,90013,(213) 599-8496,-1,$$,268,826 E 3rd St
Grounded Cafe,90038,(213) 271-9918,-1,$,51,6715 Melrose Ave
Antigua Coffee House,90065,(323) 358-9772,-1,$,244,3400 N Figueroa St
Go Get Em Tiger,90004,(323) 380-5359,-1,$$,470,230 N Larchmont Blvd
Philz Coffee,90017,(213) 213-2616,-1,$,524,801 S Hope St
Verve Coffee Roasters,90048,(323) 424-7008,-1,$$,81,8051 W 3rd St
Tiago Coffee Bar & Kitchen,90028,(323) 466-5600,-1,$$,395,7080 Hollywood Blvd
Ali Mama Cafe,90026,(323) 668-0856,-1,$,111,3229 W Sunset Blvd
Groundwork Coffee Co,90028,(323) 871-0143,-1,$,428,1501 N Cahuenga Blvd
Twenty40,90027,(323) 660-3868,-1,$$,20,2040 Hillhurst Ave
Coffee Tomo,90025,(310) 444-9390,-1,$$,719,11309 Mississippi Ave
H Coffee House,90027,(323) 660-9930,-1,$$,199,1750 Hillhurst Ave
Espresso Profeta,90024,(310) 208-3375,-1,$$,636,1129 Glendon Ave
The Star’s Cafe,90029,(323) 204-6028,-1,$,25,4718 Fountain Ave
Mega Bodega,90015,,-1,$$,56,1001 S Broadway
Spoke Bicycle Cafe,90039,(323) 684-1130,-1,$,67,3050 N Coolidge St
Cafe Americano,90010,(213) 427-3637,-1,$,113,4003 Wilshire Blvd
Lemon Poppy Kitchen,90065,(323) 739-0012,-1,$$,478,3324 Verdugo Rd
Habitat Coffee and Tea,90065,(323) 739-0222,-1,$$,218,3708 Eagle Rock Blvd
Cherry Pick Cafe,90012,(213) 687-0700,-1,$,136,208 S Hill St
Caffe Latte,90048,(323) 936-5213,-1,$$,154,6254 Wilshire Blvd
Paper or Plastik Cafe,90019,(323) 935-0268,-1,$$,762,5772 W Pico Blvd
Brasil Kiss Coffeebar,90017,(213) 785-5131,-1,$,92,1010 Wilshire Blvd
Big Mango Cafe,90094,(424) 835-5833,-1,$,120,12035 E Waterfront Dr
Fix Coffee,90026,(323) 284-8962,-1,$,316,2100 Echo Park Ave
The Trails,90027,(323) 871-2102,-1,$,481,2333 Fern Dell Dr
The Semi-Tropic,90026,(213) 568-3827,-1,$$,144,1412 Glendale Blvd
Coffee + Food,90038,(323) 962-3390,-1,$$,161,5630 Melrose Ave
Vees Cafe,90023,(855) 863-9980,-1,$,175,2310 Whittier Blvd
Primera Taza Coffee House,90033,(323) 780-3923,-1,$,115,1850 1/2 E 1st St
The Porter Junction Cafe,90021,(213) 489-4430,-1,$,112,2350 Porter St
Blu Jam Café,90046,(323) 951-9191,-1,$$,3447,7371 Melrose Ave
Tierra Mia Coffee,90014,(213) 895-6000,-1,$,309,653 S Spring St
Taza,90026,(213) 568-3419,-1,$,82,1825 W Sunset Blvd
Silverlake Coffee,90039,(323) 913-0388,-1,$,292,2388 Glendale Blvd
Shreebs Coffee,90013,(424) 260-5880,-1,$,72,527 Colyton St
Café 5901,90036,(323) 215-3000,-1,$,28,5901 W Olympic Blvd
Apétit,90057,(213) 252-5226,-1,$,59,2500 Wilshire
Winsome,90012,(213) 415-1818,-1,$$,190,1115 Sunset Blvd
Andante Coffee Roaster,90036,(323) 525-0355,-1,$$,210,7623 Beverly Blvd
Groundwork Coffee Co.,90013,(213) 626-6060,-1,$,177,811 Traction Ave
Yellow House Cafe,90004,(213) 365-0820,-1,$$,819,234 S Oxford Ave
Syrup Desserts,90014,(213) 488-5136,-1,$,1960,611 S Spring St
Coffee by KOFI,90007,(646) 725-9580,-1,$,21,1933 S Broadway
Eat This Cafe,90038,(323) 999-2003,-1,$$,569,6547 Santa Monica Blvd
Batavia by Barista Society,90071,(213) 444-3389,-1,$$,171,"633 W 5th St, 2nd Fl"
Endorffeine,90012,(415) 322-0918,-1,$,89,727 N Broadway
Paramount Coffee Project,90036,(323) 746-5480,-1,$$,99,456 N Fairfax Ave
Reggie’s Deli & Cafe,90026,(213) 353-9263,-1,$,204,1910 W Sunset Blvd
Joe Coffee,91601,(818) 980-5092,-1,$,191,5251 Lankershim Blvd
Creperie Le Terrace,90006,(323) 766-5315,-1,$,139,1102 S Western Ave
Sqirl,90029,(323) 284-8147,-1,$$,1090,720 N Virgil Ave
DC Library Cafe,90029,(323) 668-2300,-1,$,67,800 N Vermont Ave
Cafe Gratitude - Larchmont,90004,(323) 580-6383,-1,$$,1619,639 N Larchmont Blvd
Food Haus Café,90007,(213) 741-0007,-1,$$,931,2106 S Olive St
Lamill Coffee,90026,(323) 663-4441,-1,$$,1334,1636 Silver Lake Blvd
Woodcat Coffee Bar,90026,(213) 537-0147,-1,$,162,1532 W Sunset Blvd
Cafe Mak,90005,(213) 252-9898,-1,$$,615,612 Shatto Pl
Dulce Dos,90021,(213) 536-9633,-1,$,17,777 S Alameda St
Sul & Beans,90005,(213) 385-5510,-1,$$,691,621 S Western Ave
Café de Leche,90042,(323) 551-6828,-1,$,441,5000 York Blvd
The Pie Hole,90013,(213) 537-0115,-1,$$,2497,714 Traction Ave
Proof Bakery,90039,(323) 664-8633,-1,$$,598,3156 Glendale Blvd
Café O’LA,90006,(213) 637-2375,-1,$,28,3109 W Olympic Blvd
Lazy Brewing Company,90013,(213) 438-0181,-1,$,31,116 E 5th St
Blue Bottle Coffee,90013,(213) 621-4194,-1,$$,396,582 Mateo St
Muddy Paw Coffee Company,90026,(323) 300-8734,-1,$$,132,3320 Sunset Blvd
Loft Cafe,90020,(213) 383-3006,-1,$$,453,3882 W 6th St
The Lyric Hyperion Theater & Café,90027,(323) 928-2299,-1,$,211,2106 Hyperion Ave
The Grain Cafe,90019,(323) 931-4034,-1,$$,395,4222 W Pico Blvd
Longshot Coffee,90069,(323) 495-3015,-1,$,54,625 N San Vicente Blvd
Casa Chocolate Cafe,90019,(323) 591-0237,-1,$$,84,5450 W Pico Blvd
Etchea Café Bakery & Catering,90012,(213) 626-0157,-1,$$,79,254 S Hope St
Square One At the Boathouse,90026,(213) 481-8495,-1,$,130,751 Echo Park Ave
Sabor Y Cultura,90028,(323) 466-0481,-1,$,290,5625 Hollywood Blvd
The Black Fig,90013,(213) 346-9437,-1,$,97,960 E 3rd St
Hyperslow,90036,(310) 775-5962,-1,$,48,487 S Fairfax Ave
Joan’s on Third,90048,(323) 655-2285,-1,$$,1825,8350 W 3rd St
Coffee Gram,90006,(213) 908-6767,-1,$,27,1243 S Alvarado St
Found Coffee,90041,(323) 206-5154,-1,$,213,1355 Colorado Blvd
Little Bean Cafe,90006,(323) 730-1888,-1,$$,76,3250 W Olympic Blvd
Holy Grounds Coffee & Tea,90032,(323) 222-8884,-1,$,424,5371 Alhambra Ave
Cafe Gratitude,90013,(213) 929-5580,-1,$$,402,300 S Santa Fe Ave
Vees Cafe,90016,(323) 931-8337,-1,$$,606,5418 W Adams Blvd
KC’s Crepes Cafe,90045,(310) 348-9697,-1,$,610,8320 Lincoln Blvd
Twinkle Brown Sugar,90012,(213) 626-8889,-1,$,858,131 S Central Ave
Zinc Cafe & Market,90013,(323) 825-5381,-1,$$,895,580 Mateo St
Revo Cafe,90039,(323) 664-7386,-1,$,218,3134 Glendale Blvd
Olio The Crepe Kitchen,90036,(323) 933-3403,-1,$,100,5223 Wilshire Blvd
Clementine,90024,(310) 552-1080,-1,$$,871,1751 Ensley Ave
Courtyard Cafe,90045,(310) 410-0770,-1,$,106,8939 S Sepulveda Blvd
Pitchoun Bakery & Café,90013,(213) 689-3240,-1,$$,429,545 S Olive St
Four Leaf,90012,(213) 621-2559,-1,$,919,318 E 2nd St
Gigo’s Cafe & Deli,90012,(213) 229-8889,-1,$,235,853 N Broadway
Brew You,90005,(213) 382-0305,-1,$,55,808 S Western Ave
Cafe Dulce Pop-Up,90021,,-1,$$,24,Alameda & Bay St
Le Pain Quotidien - Larchmont,90004,(323) 461-7701,-1,$$,240,113 N Larchmont Blvd
Blue Bottle Coffee,90026,(213) 621-4194,-1,$$,110,1712 W Sunset Blvd
Kaldi Coffee,90039,(323) 660-6005,-1,$,243,3147 Glendale Blvd
Cafe Ruisseau Espresso,90036,(213) 663-9455,-1,$,14,5900 Metropolitan Place
Blackwood Coffee Bar,90046,(323) 848-4217,-1,$$,38,7509 Sunset Blvd
Caffe Vita,90027,(323) 663-6340,-1,$$,276,4459W Sunset Blvd
Black Dog Coffee,90036,(323) 933-1976,-1,$,246,5657 Wilshire Blvd
Powerplant Superfood Cafe,90019,(323) 965-2233,-1,$$,272,5671 W Pico Blvd
Aeirloom Bakery,91602,(818) 754-1955,-1,$$,366,10550 Riverside Dr
Ground Zero Performance Cafe,90089,(213) 821-1484,-1,$,117,615 Childs Way
Coffee House Heyri,90005,(213) 389-6138,-1,$$,430,755 S Hobart Blvd
Arctic Hotspot Bakery & Cafe,90033,(323) 264-7912,-1,$,135,2509 E 4th St
Swork Coffee Bar,90041,(323) 258-5600,-1,$,560,2160 Colorado Blvd
8 Espressos,90025,(310) 479-4533,-1,$,258,11901 Santa Monica Blvd
Alfred Coffee & Kitchen,90069,(323) 944-0811,-1,$$,566,8428 Melrose Pl
Daily Dose Cafe,90021,(844) 932-4593,-1,$$,535,1820 Industrial St
The Sycamore Kitchen,90036,,-1,$$,674,143 S La Brea Ave
Simplethings,90048,(323) 592-3390,-1,$$,759,8310 W 3rd St
Little Next Door,90048,(323) 951-1010,-1,$$,1589,8142 West 3rd St
The Village Bakery and Cafe,90039,(323) 662-8600,-1,$$,821,3119 Los Feliz Blvd
JiST Cafe,90012,(213) 792-2116,-1,$$,720,116 Judge John Aiso St
Antigua Bread,90042,(323) 259-9345,-1,$,309,5703 N Figueroa St
Valerie Confections,90026,(213) 250-9365,-1,$$,91,1665 Echo Park Ave
Delicious Together,90014,(213) 281-9477,-1,$,112,859 Santee St
Elf Café,90026,(213) 484-6829,-1,$$,609,2135 W Sunset Blvd
Bibi’s Bakery & Cafe,90035,(310) 246-1788,-1,$,144,8928 W Pico Blvd
Mama’s Secret,90048,(323) 424-3482,-1,$$,244,8314 W 3rd St
Tribal Cafe,90026,(213) 483-4458,-1,$,556,1651 W Temple St
Gigi’s Bakery & Café,90026,(213) 483-6152,-1,$,478,2200 W Temple St
Hart’s Cafe,90028,(323) 465-9973,-1,$,114,6655 Hollywood Blvd
Anko,90020,(213) 568-3657,-1,$,341,400 S Western Ave
La Vue,90010,(213) 251-0099,-1,$$$,68,3855 Wilshire Blvd
Cafe Verona,90036,(323) 934-6188,-1,$$,553,201 S La Brea Ave
La Monarca Bakery,90033,(323) 264-6600,-1,$,70,101 N Boyle Ave
Mr Coffee,90020,(213) 382-8911,-1,$$,417,537 S Western Ave
Neveux Artisan Creamery,90046,(323) 951-1002,-1,$$,542,7407 1/2 Melrose Ave
Aroma Cafe,90064,(310) 836-2919,-1,$$,221,2530 Overland Ave
Broome Street General Store,90039,(323) 570-0405,-1,$$,165,2912 Rowena Ave
Crepe X-press Cafe,90014,(213) 627-3739,-1,$,368,529 W 6th St
Milk,90036,(323) 939-6455,-1,$$,5248,7290 Beverly Blvd
Evo Cafe,90025,(310) 481-2224,-1,$,78,11870 Santa Monica Blvd
Le Pain Quotidien - Culver City,90232,(310) 596-4863,-1,$$,67,9901 Washington Blvd
Brasil Kiss Coffeebar,90038,(323) 498-6099,-1,$,42,6350 Santa Monica Blvd
Elderberries Threefold Cafe,90046,(323) 851-0700,-1,$$,266,7564 W Sunset Blvd
Bloom Cafe,90019,(323) 934-6900,-1,$$,649,5544 W Pico Blvd
Atmosphere Cafe Mar Vista,90066,(310) 437-0144,-1,$$,111,12034 Venice Blvd
Caffe Luxxe,90049,(310) 394-2222,-1,$$,147,11975 San Vicente Blvd
Bottega Louie,90017,(213) 802-1470,-1,$$,13803,700 S Grand Ave
Cafe Teragram,90017,(213) 689-9103,-1,$$,46,1234 W 7th St
Cafe Beaujolais,90041,(323) 255-5111,-1,$$,1166,1712 Colorado Blvd
The Wheelhouse,90013,(213) 628-3117,-1,$,64,1375 E 6th St
Doughboys Cafe & Bakery,90048,(323) 852-1020,-1,$$,1288,8136 W 3rd St
Café Tropical,90026,(323) 661-8391,-1,$,483,2900 W Sunset Blvd
Wanderlust Cafe,90028,(323) 967-8855,-1,$$,25,1357 N Highland Ave
POT Cafe,90010,(213) 368-3030,-1,$,78,3515 Wilshire Blvd
Cafe Scent,90010,(213) 383-9440,-1,$$,177,3680 Wilshire Blvd
il caffe,90014,(213) 612-0331,-1,$,94,855 S Broadway
The Village Kitchen,90026,(213) 235-1487,-1,$,111,1667 Beverly Blvd
Belwood Bakery Cafe,90049,(310) 471-6855,-1,$,255,11625 Barrington Ct
The Dog Cafe,90004,(323) 485-4077,-1,$,112,240 N Virgil Ave
Andante Coffee Roasters,90017,(213) 628-3670,-1,$$,33,816 S Grand Ave
The Good Karma Cafe,90089,(213) 531-9616,-1,$,37,817 W 34th St
Tierra Mia Coffee,90042,(323) 344-3844,-1,$,136,5528 Monte Vista St
V Cafe,90048,(323) 951-9577,-1,$$,143,8164 Melrose Ave
Cafe Sprout,90015,(213) 749-1231,-1,$,15,1300 S San Pedro St
Caffe Primo,90017,(213) 895-5012,-1,$$,379,612 S Flower St
Happy Days Cafe,91403,(818) 809-2554,-1,$,346,14552 Ventura Blvd
LA Café,90014,(213) 612-3000,-1,$$,1309,639 S Spring St
Panini Cafe - Downtown,90015,(213) 489-4200,-1,$$,829,600 W 9th St
Le Pain Quotidien - Downtown,90017,(213) 293-1546,-1,$$,135,523 W 6th St
MADE by DWC Cafe & Gift Boutique,90013,(213) 213-2881,-1,$,43,438 S San Pedro St
Cafe Latte,90006,(323) 734-4606,-1,$,30,3130 W Olympic Blvd
Commissary,90034,,-1,$$,124,3425 Motor Ave
Madame Monsieur,90017,(213) 239-9440,-1,$$,112,512 W 6th St
Literati Cafe,90025,(310) 231-7484,-1,$$,1041,12081 Wilshire Blvd
Rise-N-Grind,90028,(323) 464-4100,-1,$,212,6501 Hollywood Blvd
The Inner Sanctum Cafe @ Ucb Sunset,90027,,-1,$,10,"5419 W Sunset Bvld, Ste 2"
101 Coffee Shop,90028,(323) 467-1175,-1,$$,942,6145 Franklin Ave
The Highland Cafe,90042,(323) 259-1000,-1,$$,419,5010 York Blvd
Carlie’s Cafe,90042,(323) 254-4433,-1,$,137,5633 York Blvd
Twist Eatery,90036,(323) 938-9478,-1,$$,134,344 S La Brea Ave
Rustic Kitchen Market & Cafe,90066,(310) 390-1500,-1,$$,147,3523 S Centinela Ave
Panorama Cafe,90012,,-1,$,85,111 N Hill St
Froma on Melrose,90046,(323) 653-3700,-1,$$,202,7960 Melrose Ave
Bru Coffeebar,90027,(323) 664-7500,-1,$$,275,1866 N Vermont Ave
Marmalade Cafe - LA,90036,(323) 954-0088,-1,$$,1423,"6333 W 3rd St, Ste E17"
HAUS by Coffee Hunter,90020,(213) 388-5311,-1,$$,1030,3826 W 6th St
Cafe Glace,90024,(310) 478-8080,-1,$,186,1441 Westwood Blvd
Hygge Bakery,90015,(213) 995-5022,-1,$,249,1106 S Hope St
Cafe Midi,90036,(323) 939-9860,-1,$$,214,148 S La Brea Ave
Milk Jar Cookies,90036,(323) 634-9800,-1,$$,971,5466 Wilshire Blvd
Boba Bear,90020,(213) 908-5595,-1,$,547,414 S Western Ave
Four Cafe,90041,(323) 550-1988,-1,$$,619,2122 Colorado Blvd
Kitchen Mouse,90042,(323) 259-9555,-1,$$,338,5904 N Figueroa St
Modern Eats,90039,(323) 665-1008,-1,$$,348,2590 Glendale Blvd
Shaky Alibi,90036,(323) 938-5282,-1,$$,379,7401 Beverly Blvd
Olsons Scandinavian Delicatessen,90019,(323) 938-0742,-1,$$,123,5660 W Pico Blvd
CJ’s Cafe,90019,(323) 936-3216,-1,$,392,5501 W Pico Blvd
Cafe Home,90010,(213) 383-0102,-1,$,239,3377 Wilshire Blvd
Coffee Commissary,90028,(323) 467-3559,-1,$$,67,6063 W Sunset Blvd
Peet’s Coffee,90004,(323) 978-1003,-1,$,153,124 N Larchmont
23rd Street Cafe,90007,(213) 342-6450,-1,$,279,936 W 23rd St
Springtime In New York Cafe,90014,(213) 537-0046,-1,$$,272,557 S Spring St
Miss Coffee,90020,(213) 380-7574,-1,$$,281,300 S Hobart Blvd
Insomnia Cafe,90036,(323) 931-4943,-1,$$,348,7286 Beverly Blvd
La Brea Bakery Café,90036,(323) 939-6813,-1,$$,529,468 S La Brea Ave
Solar de Cahuenga,90028,(323) 467-7510,-1,$$,580,1847 N Cahuenga Blvd
Groundwork Coffee Co,90012,(213) 620-9668,-1,$,151,108 W 2nd St
Nick’s Cafe,90012,(323) 222-1450,-1,$$,781,1300 N Spring St
C+M Coffee and Milk at Westwood Gateway,90025,(310) 477-4701,-1,$,27,11111 Santa Monica Blvd
Food,90064,(310) 441-7770,-1,$$,696,10571 Pico Blvd
First Cup Caffe and Catering,90013,(213) 687-6603,-1,$,107,333 S Spring St
Cuscatleca Bakery,90026,(213) 483-0432,-1,$,192,2501 W Sunset Blvd
Civil Coffee,90042,,-1,$$,123,5629 N Figueroa St
Koffea,90010,(213) 427-1441,-1,$,287,610 S Berendo St
Coral Tree Cafe,90049,(310) 979-8733,-1,$$,897,11645 San Vicente Blvd
The Coffee Co,90045,(310) 645-7315,-1,$$,773,8751 La Tijera Blvd
Kings Road Cafe,90048,(323) 655-9044,-1,$$,712,8361 Beverly Blvd
Il Macchiato Cafe,90013,(213) 488-1326,-1,$,78,312 W 5th St
Le Petit Jardin Cafe & Flowers,90035,(310) 278-5294,-1,$$,175,1456 S Robertson Blvd
Tom n Toms,90010,(213) 908-5619,-1,$,265,3974 W Wilshire Blvd
Chango Coffee,90026,(213) 977-9161,-1,$,214,1559 Echo Park Ave
Amandine Patisserie Cafe,90025,(310) 979-3211,-1,$$,1174,12225 Wilshire Blvd
Cafe Hill,90014,(213) 628-3818,-1,$,76,632 S Hill St
Groundwork,90004,(323) 871-8930,-1,$,106,139 1/2 N Larchmont Blvd
Grub,90038,(323) 461-3663,-1,$$,1598,911 Seward St
Cafe Spot,90020,(213) 380-7200,-1,$$,147,3324 W 6th
Marie’s Coffee Deli,90017,(213) 622-5283,-1,$,285,731 W 7th St
Cafe Paris,90029,,-1,$,39,1116 N Serrano Ave
Cafe Oaxaca,90002,(323) 249-0292,-1,$,29,1211 E Century Blvd
Market Place Restaurant,90021,(213) 622-7285,-1,$,84,1102 Lawrence St
1880 Cafe,90067,(310) 553-1880,-1,$,66,1880 Century Park E
Vine Street,90038,(323) 464-3364,-1,$$,113,1241 N Vine St
Lot 1 Cafe,90026,(213) 375-5142,-1,$$,187,1533 W Sunset Blvd
G&B Coffee,90013,(213) 265-7718,-1,$$,579,324 S Hill St
Market Restaurant,90014,(213) 488-9119,-1,$$,110,862 S Los Angeles St
BRB Coffee & Kitchen,91606,(818) 358-2595,-1,$,104,12900 Victory Blvd
Croft Alley,90069,,-1,$$,68,8428 Melrose Pl
Le Cafe Noir,90020,(213) 368-1351,-1,$,13,500 S Virgil Ave
Aroma Bar and Grill,90046,(323) 850-8120,-1,$$,408,7373 W Sunset Blvd
Alfred Coffee Silverlake,90026,(323) 522-6984,-1,$,90,3337 1/2 W Sunset Blvd
Caffé bene,90005,(213) 251-1022,-1,$,244,611 S Western Ave
Crème Caramel LA,91411,(818) 949-8352,-1,$$,506,14849 Burbank Blvd
Blue Bottle Coffee,90048,(213) 621-4194,-1,$$,158,8301 Beverly Blvd
La Farfala Coffee Shop & Deli,90022,(323) 526-4999,-1,$,62,346 N Ford Blvd
Cafecito,90032,,-1,$,27,4726 Huntington Dr S
Caffe Etc,90028,(323) 464-8824,-1,$$,245,6371 Selma Ave
Paris Baguette,90020,(213) 384-0404,-1,$,325,3470 W 6th St
Fruit Gallery,90066,(310) 390-0330,-1,$,77,11739 W Washington Blvd
Amara Kitchen,90042,(323) 255-2220,-1,$$,238,519 N Ave 64
Casa Chocolate,90019,(323) 734-7679,-1,$,135,3319 W Pico Blvd
C+M Coffee and Milk at LACMA,90036,(323) 857-4761,-1,$$,150,5905 Wilshire Blvd
Churros Calientes,90025,(424) 248-3890,-1,$,1483,11521 Santa Monica Blvd
DRNK coffee + tea,90028,(323) 469-8825,-1,$,65,6848 W Sunset Blvd
Birdies,90015,(213) 536-5720,-1,$$,394,314 W Olympic Blvd
Cafe Nine,90013,(213) 622-3888,-1,$,93,453 S Spring St
Tierra Cafe,90017,(213) 629-1402,-1,$,128,818 Wilshire Blvd
Demitasse Wilshire,90048,(323) 592-3464,-1,$,38,6363 Wilshire Blvd
BLD,90036,(323) 930-9744,-1,$$,2254,7450 Beverly Blvd
Alfred Coffee Brentwood,90049,(310) 853-5450,-1,$$,164,11908 San Vicente Blvd
Venice Grind,90066,(310) 397-2227,-1,$,326,12224 Venice Blvd
Cacao Coffee House,90025,(310) 473-7283,-1,$,207,11609 Santa Monica Blvd
GiorgiPorgi,90013,(213) 687-7753,-1,$,133,137 E 3rd St
Andreas Coffee Shop,90038,(323) 848-4271,-1,$$,15,5870 Melrose Ave
Centinela Cafe,90066,(310) 391-2585,-1,$,128,4800 S Centinela Ave
I Panini di Ambra,90028,(323) 463-1200,-1,$,279,5633 Hollywood Blvd
Kachi Deli Cafe & Grill,90017,(213) 482-4553,-1,$$,196,1055 Wilshire Blvd
"Maison Richard Restaurant, Café & French Bakery",90046,(323) 655-7777,-1,$$,205,707 N Stanley Ave
Andante Coffee Roasters,90026,(213) 568-3099,-1,$,30,2201 W Sunset Blvd
Melrose Cafe,90038,(323) 461-0077,-1,$$,104,5003 Melrose Ave
Icdc Beverly,90036,(323) 746-3346,-1,$$,111,7454 1/2 Beverly Blvd
