shop name,postal code,phone number,star,price,number of reviews,street address
Matsumoto,90048,+(1)3236530470,-1,$$$$,-1,8385 Beverly Blvd.
CozmoDeck - Experience LA's Best Restaurants At A Discount!,90049,+1 310-709-3969,-1,,-1,11693 San Vicente Blvd. Suite 338
Momo's Japanese Restaurant,91325-2257,+1 818-527-1502,-1,,-1,18429 Nordhoff St
Jasmine Hana,90732-1248,+1 310-831-7000,-1,$$ - $$$,-1,28150 S Western Ave
HARUMI's Kitchen,91344-5612,+1 818-745-8163,-1,,-1,17823 Chatsworth St
New Shogun Sushi & Omakase,90006-5912,+1 213-365-0213,-1,,-1,987 S Vermont Ave
Yoshinoya West,90011-1122,+1 213-748-1908,-1,,-1,1900 S San Pedro St
Pita Hut,90038-1602,+1 323-462-4220,-1,,-1,1106 North Cahuenga Boulevard
Quality Teriyaki Bowl,,,-1,,-1,11925 Ventura Blvd
Fugu Sushi Delivery,90025-6200,+1 310-776-9354,-1,,-1,2117 Sawtelle Blvd
Takamaru,90048-4139,+1 323-782-0181,-1,,-1,8474 W 3rd St
Yohana Sushi and Asian Cuisine,90064-3333,,-1,,-1,2536 Overland Ave
Gatten Sushi,,213-388-1620,-1,,-1,3785 Wilshire Blvd Ste 24
Asuka,90024,14248327284,-1,$$$$,-1,1553 Westwood Blvd
Tsurumaru Udon Honpo,90013,213-625-0441,-1,,-1,333 S Alameda St
Ichiban-Tokyo,90012-3307,+1 213-629-3543,-1,$,-1,201 North Los Angeles Street
Mi Jo Ri,90020,+1 213-382-2103,-1,,-1,4163 West 3rd Street
Ami Japanese Restaurant,91344-7318,+1 818-360-8499,-1,,-1,10375 Balboa Blvd
Dome Pochana,91342-3114,+1 818-362-7864,-1,,-1,13191 Gladstone Ave
Light & Healthy,90064-2112,+1 310-474-4498,-1,$$ - $$$,-1,10914 W Pico Blvd
Wow Bento and Roll,,+1 213-489-3636,-1,,-1,710 S Hill St
Hana Grill,91403-3102,+1 818-905-7312,-1,,-1,15301 Ventura Blvd
Innovative Dining Group Catering,90048-4126,+1 323-655-3372,-1,,-1,8425 West Third St
Ginza YA Bakery,90013,+1 213-626-1904,-1,,-1,333 S Alameda St Ste 106
Yagura Ichiban,90012-3908,+1 213-623-4141,-1,,-1,101 Japanese Village Plaza Mall
Bestia Restaurant,90021-1755,213-514-5724,4.5,$$$$,357,2121 E 7th Pl
The Cheesecake Factory,90036-6222,+1 323-634-0511,4.5,$$ - $$$,1390,189 The Grove Dr
Bottega Louie,90017,+1 213-802-1470,4.5,$$ - $$$,1301,700 S. Grand Ave.
California Pizza Kitchen,90028-6136,+1 323-460-2080,4.5,$$ - $$$,413,6801 Hollywood Blvd
Angelini Osteria,90036-2534,+1 323-297-0070,4.5,$$ - $$$,327,7313 Beverly Blvd
Raffaello Ristorante,90731-2626,+1 310-514-0900,4.5,$$ - $$$,151,400 S Pacific Ave
Bossa Nova,90046-4417,+1 323-436-7999,4.5,$$ - $$$,368,7181 W Sunset Blvd
Cecconi's,90069,+1 310-432-2000,4.0,$$$$,324,8764 Melrose Avenue
Maccheroni Republic,90013-1208,+1 213-346-9725,4.5,$$ - $$$,103,332 S Broadway
Pizzeria Mozza,,+1 323-297-0101,4.0,$$ - $$$,527,641 N Highland Ave
DeSano Pizza Bakery,90029-2540,+1 843-637-4225,4.5,$,66,4969 Santa Monica Blvd
The Factory Kitchen,90013-2591,+1 213-996-6000,4.5,$$$$,167,1300 Factory Pl Ste 101
Ca' Del Sole,91602-2831,+1 818-985-4669,4.5,$$ - $$$,131,4100 Cahuenga Blvd
Madeo,90048-2405,+1 310-859-4903,4.5,$$$$,255,8897 Beverly Blvd
Drago Centro,90071-2247,+1 213-228-8998,4.0,$$$$,211,525 S Flower St Ste 120
Osteria Mozza,90038-3410,+1 323-297-0100,4.0,$$$$,495,6602 Melrose Ave
26 Beach Cafe,90292-5551,+1 310-823-7526,4.5,$$ - $$$,207,3100 Washington Blvd
Trastevere Ristorante Italiano,90028-6136,+1 323-962-3700,4.0,$$ - $$$,353,6801 Hollywood Blvd
Culina,,+1 310-860-4000,4.5,$$$$,206,300 S Doheny Dr
Jino's Pars,90045-4439,+1 310-645-6666,4.5,$$ - $$$,97,5844 W Manchester Ave
Officine Brera,90021-1211,+1 213-553-8006,4.5,$$$$,34,1331 E 6th St
Stella Barra Hollywood,90028-7323,+1 323-301-4001,4.5,$$ - $$$,45,6372 W Sunset Blvd
Olive Garden,91311-6604,+1 818-772-6090,4.5,$$ - $$$,103,19724 Nordhoff Place
Maggiano's - Farmers Market,90036-6222,+1 323-965-9665,4.0,$$ - $$$,185,189 The Grove Dr
Miceli's,90068-1205,+1 323-851-3344,4.0,$$ - $$$,121,3655 Cahuenga Blvd W
Cheebo,90046-3407,+1 323-850-7070,4.0,$$ - $$$,110,7533 W Sunset Blvd
Masa of Echo Park,90026,+1 213-989-1558,4.5,$$ - $$$,94,1800 W Sunset Blvd
Little Dom's,90027-2012,+1 323-661-0055,4.0,$$ - $$$,111,2128 Hillhurst Ave
Mr. C - Beverly Hills,,+1 877-334-5623,4.5,$$$$,75,1224 Beverwil Dr.
Sotto,,+1 310-277-0210,4.0,$$ - $$$,95,9575 W Pico Blvd
Terroni - LA,90014-2904,+1 416-504-0320,4.0,$$ - $$$,65,802 S Spring St
Scopa Italian Roots,90292-5546,(310) 8211100,4.0,$$ - $$$,86,2905 Washington Blvd
Il Capriccio on Vermont,90027-4305,+1 323-662-5900,4.5,$$ - $$$,79,1757 N Vermont Ave
Rao's,90038-2521,+1 323-962-7267,4.5,$$ - $$$,49,1006 Seward St
Toscana,90049,310 820 2448,4.5,$$$$,58,11633 San Vicente Blvd
Marino,90038-3651,+1 323-466-8812,4.5,$$ - $$$,64,6001 Melrose Ave
Dan Tana's,90069-5520,+1 310-275-9444,4.0,$$$$,212,9071 Santa Monica Blvd
Caffe Pinguini,90293-7674,+1 310-306-0117,4.5,$$ - $$$,64,6935 Pacific Ave
Tasting Kitchen,90291-3744,+1 310-392-6644,4.0,$$$$,168,1633 Abbot Kinney Blvd
Obica Mozzarella Bar - Century City,,+1 310-556-2452,4.5,$$ - $$$,80,10250 Santa Monica Boulevard
Maggiano's Little Italy,90036-3154,+1 323-965-9665,4.0,$$ - $$$,66,6301 W 3rd St
Osteria La Buca,90038-3145,+1 323-462-1900,4.0,$$ - $$$,112,5210 1/2 Melrose Ave
Locanda Veneta,90048-3323,+1 310-274-1893,4.5,$$$$,77,8638 W 3rd St
Buca di Beppo,,+1 818-509-9463,4.0,$$ - $$$,198,1000 Universal Studios Blvd
Blaze Pizza,90036-2165,+1 323-931-8000,4.5,$,31,110 S Fairfax Ave
Casa Nostra,90015-1301,+1 213-362-3311,4.0,$$ - $$$,66,825 James M Wood Blvd
Palermo Ristorante Italiano,90027-4215,+1 323-663-1430,4.0,$$ - $$$,87,1858 N Vermont Ave
Cantalini's Salerno Beach Restaurant,90293-7659,+1 310-821-0018,4.5,$$ - $$$,97,193 Culver Blvd
La Piazza Ristorante,90036-6222,+1 323-933-5050,4.0,$$ - $$$,147,189 The Grove Dr
Abbot's Pizza Company,90291-3740,+1 310-396-7334,4.0,$,113,1407 Abbot Kinney Blvd
Prosecco Trattoria,91602-2532,+1 818-505-0930,4.5,$$ - $$$,60,10144 Riverside Dr
Terroni,90036,+1 323-954-0300,4.0,$$ - $$$,165,7605 Beverly Blvd
Maggiano's - Woodland Hills,91367-3627,+1 818-887-3777,4.0,$$ - $$$,76,6100 Topanga Canyon Blvd
Gusto,90048-4112,+1 323-782-1778,4.5,$$ - $$$,54,8432 W 3rd St
Osteria Mamma,90038-3845,+1 323-466-3740,4.5,$$ - $$$,77,5732 Melrose Ave
Mauro's Cafe & Ristorante,90046-7012,+1 323-653-7970,4.5,$$ - $$$,31,8112 Melrose Ave
Colori Kitchen,90014,+1 213-622-5950,4.5,$$ - $$$,74,429 W 8th St
Pizzicotto,90049-5010,+1 310-442-7188,4.5,$$ - $$$,68,11758 San Vicente Blvd
800 Degrees Neapolitan Pizzeria,90017-2604,+1 213-542-3790,4.0,$$ - $$$,41,800 Wilshire Blvd
Evo Kitchen,90046-3356,+1 323-375-3390,4.5,$$ - $$$,37,7950 W Sunset Blvd
Chi Spacca,90038-3409,+1 323-297-1133,4.5,$$$$,49,6601 Melrose Ave
Midici,91403-3616,+1 818-788-2178,4.5,$$ - $$$,32,14612 Ventura Blvd
Vespaio,90012-3762,+1 213-221-7244,4.0,$$ - $$$,64,225 S Grand Ave
Live Basil Pizza,90017,213-746-5483,4.0,$,48,La Live
Stella barra pizzeria,90028-8126,+1 323-301-4001,4.5,$$ - $$$,39,1470 N Cahuenga Blvd
J Trani's Ristorante,90731-3106,+1 310-832-1220,4.5,$$ - $$$,41,584 W 9th St
Delancey,90028-6521,+1 323-469-2100,4.5,$$ - $$$,46,5936 W Sunset Blvd
800 Degree,90024,424-239-5010,4.0,$,146,10889 Lindbrook Drive
Eastside Market,90012,+1 213-250-2464,4.5,$,28,1013 Alpine St
Divino,90049-2930,+1 310-472-0886,4.5,$$$$,49,11714 Barrington Ct
EnjoEat Classico,90252,+1 310-837-7004,4.5,$$ - $$$,23,3918 Van Buren Pl
Pomodoro Trattoria - Pizzeria,90024-4940,+1 310-445-9998,4.5,$$ - $$$,49,1393 Westwood Blvd
Pizzeria Il Fico,90048-3806,+1 310-271-3426,4.5,$$ - $$$,67,310 S Robertson Blvd
Palomino - Los Angeles,90024-4335,+1 310-208-1960,4.0,$$ - $$$,118,10877 Wilshire Blvd Ste 150
La Pergoletta,90027-4408,+1 323-664-8259,5.0,$$ - $$$,12,1802 Hillhurst Ave
Pagliacci's,91604-1437,+1 818-506-4111,4.5,$$ - $$$,23,4366 Coldwater Canyon Ave
South End,90291-6722,+1 424-228-4736,4.5,$$ - $$$,41,2805 Abbot Kinney Blvd
Jon & Vinny's,90036-1717,+1 323-334-3369,4.0,$$ - $$$,57,412 N Fairfax Ave
Ancora Cucina Italiana,91356-2918,+1 818-881-8411,4.5,$$ - $$$,21,19647 Ventura Blvd
Barrique,90291-3216,+1 310-399-9010,5.0,,11,796 Main St
Spumante Restaurant,,+1 818-508-7716,5.0,$$ - $$$,32,"11049 Magnolia Blvd., Suite 107"
Smeraldi's,90071-2602,+1 213-612-1562,4.0,$$ - $$$,67,506 South Grand Avenue
Della Terra,90036-2727,+1 323-933-7675,4.5,$$ - $$$,38,7675 Beverly Blvd
San Antonio Winery,90031-2514,+1 323-223-1401,4.5,$$ - $$$,68,737 Lamar St
Neil's Pasta & Seafood Grill,90731,+1 310-548-3495,4.5,$$ - $$$,41,383 W 5th St
Pastina,90064-2018,+1 310-441-4655,4.5,$$ - $$$,30,2260 Westwood Blvd
Pitfire Artisan Pizza,91601,+1 818-980-2949,4.0,$$ - $$$,37,5211 Lankershim Blvd
Fabiolus Cucina Italiana Verona,90028-8725,+1 323-467-2882,4.0,$$ - $$$,104,6270 W Sunset Blvd
Franco on Melrose,90038-3305,+1 323-934-3390,4.5,$$ - $$$,28,6919 Melrose Ave
Chi Chi's Pizza,91324-3523,+1 818-993-9911,4.5,$$ - $$$,27,9080 Tampa Ave
Pit Fire Pizza CO,91601-3110,+1 818-980-2949,4.0,$$ - $$$,42,5211 Lankershim Blvd
Pitfire Pizza Company,90046-7200,+1 323-544-6240,4.5,$$ - $$$,22,801 N Fairfax Ave
Miro,90017,2139888880,4.5,$$ - $$$,13,888 Wilshire Blvd
Village Pizzeria,90004-3704,+1 323-465-5566,4.5,$,45,131 N Larchmont Blvd
Toscanova,90067-6417,+1 310-551-0499,4.0,$$ - $$$,93,10250 Santa Monica Blvd Ste 192
Lido Pizza,91411-1717,+1 818-781-2551,4.5,$$ - $$$,29,15232 Victory Blvd
Maximiliano,90042,+1 323-739-6125,4.5,$$ - $$$,37,5930 York Avenue
Raffallo's Pizza,,+1 323-660-8506,4.5,$,31,4708 Fountain Ave
Il Fornaio,,+1 818-297-1700,4.0,$$ - $$$,32,6320 Topanga Canyon Blvd
Pecorino,90049,+1 310-571-3800,4.5,$$$$,49,11604 San Vicente Blvd
Palmeri,90049,+1 310-442-8446,4.5,$$ - $$$,52,11650 San Vicente Blvd
Skylight Gardens,,+1 310-824-1818,4.0,$$ - $$$,69,1139 Glendon Ave
Pace,90046-2004,+1 323-654-8583,4.0,$$ - $$$,88,2100 Laurel Canyon Blvd
Basix Cafe,90069-4307,+1 323-848-2460,4.0,$$ - $$$,66,8333 Santa Monica Blvd
Oliva Trattoria,,+1 818-789-4490,4.5,$$ - $$$,57,4449 Van Nuys Blvd
Il Piccolo Verde,90049-3306,+1 310-472-4939,4.5,$$ - $$$,18,140 S Barrington Pl
La Bruschetta Ristorante,90024-5603,+1 310-477-1052,4.5,$$ - $$$,38,1621 Westwood Blvd
Froma on Melrose,90046-7117,+1 323-653-3700,4.5,$$ - $$$,21,7960 Melrose Ave
Alimento,90026-1222,32392828888,4.0,$$ - $$$,29,1720 Silver Lake Blvd
Il Tiramisu,91423-3023,+1 818-986-2640,4.5,$$ - $$$,32,13705 Ventura Blvd
Berri's Pizza Cafe,90048-4112,+1 323-852-0642,4.0,$$ - $$$,36,8412 W 3rd St
Vitello's,91604-2752,+1 818-769-0905,3.5,$$ - $$$,73,4349 Tujunga Ave
Carmines II,90025-5031,+1 310-441-4706,4.5,$$ - $$$,34,10463 Santa Monica Blvd
The Dresden Room,90027-4311,+1 323-665-4294,4.0,$$ - $$$,73,1760 N Vermont Ave
Vincenti Ristorante,90049,+1 310-207-0127,4.5,$$$$,30,11930 San Vicente Blvd
Vito's Pizza,90069,+1 310-652-6859,4.5,$$ - $$$,77,846 N La Cienega Blvd
Panzanella Ristorante,91403-3455,+1 818-784-4400,4.0,$$$$,43,14928 Ventura Blvd
Farfalla Trattoria Italiana,90027-2722,+1 323-661-7365,4.0,$$ - $$$,55,1978 Hillhurst Ave
Pistola,90048-4306,+1 323-951-9800,4.5,$$$$,13,8033 W 3rd St
Antonio's Pizzeria & Italian Restaurant,91423-3701,+1 818-788-1103,4.5,$$ - $$$,38,13619 Ventura Blvd
Centanni,90291-3968,+1 310-314-7275,4.0,$$ - $$$,42,1700 Lincoln Blvd
Alejo's Presto Trattoria,90045-2413,+1 310-670-6677,4.0,$$ - $$$,77,8343 Lincoln Blvd
Peperone,90028-6207,+1 323-461-3088,5.0,$$ - $$$,8,6603 Hollywood Blvd
Brandywine,91364-1334,+1 818-225-9114,4.5,$$$$,49,22757 Ventura Blvd
The Villa,,818-704-1185,4.0,$$ - $$$,56,22160 Ventura Blvd.
Napoleon and Josephine,90046-7620,+1 323-424-7487,4.5,$$ - $$$,22,7212 Melrose Ave
Cricca's Italian Delicatessen,91364-4229,+1 818-340-0515,5.0,$,12,4876 Topanga Canyon Blvd
Spartina,90046-7417,+1 323-782-1023,4.5,$$ - $$$,11,7505 Melrose Ave
Pizza Studio,90007-4313,+1 213-763-6123,4.5,$,25,3584 S Figueroa St
La Gondola,90211-1831,+1 310-247-1239,4.5,$$$$,53,9025 Wilshire Blvd
Sprazzo,90024-4940,+1 310-479-3337,4.5,$$ - $$$,32,1389 Westwood Blvd
Rocco's Pizza,90048-5001,+1 323-655-0058,4.5,$,39,6335 Wilshire Blvd
Cicada Restaurant,90014-1605,+1 213-488-9488,4.0,$$$$,58,617 S Olive St
Flame Pizzeria,91335-5023,+1 818-578-3888,5.0,$$ - $$$,9,19309 Vanowen St
Louise's Trattoria,90004-3707,+1 323-962-9510,4.0,$$ - $$$,26,232 N Larchmont Blvd
Frankie's Italian Kitchen,91356-6261,+1 818-705-1295,4.5,$$ - $$$,26,5538 Reseda Blvd
State Social House,90069-2206,+1 6578100,4.0,$$ - $$$,46,8782 W Sunset Blvd
Olio,90013,,4.0,$,14,317 South Broadway
Casa Bianca Pizza Pie,90041-1436,+1 323-256-9617,4.0,$$ - $$$,79,1650 Colorado Blvd
Little Toni's,91602-1803,+1 818-763-0131,4.0,$$ - $$$,33,4745 Lankershim Blvd
The Capri Italian Restaurant,90041-30664,+1 323-257-3225,4.5,$$ - $$$,16,Viale Giacomo Matteotti 15
Cafe Angelino,90048-3803,+1 310-246-1177,4.0,$$ - $$$,41,8735 W 3rd St
Stefano's Two Guys From Italy,90028-4604,13234664552,4.0,$,42,6705 Hollywood Blvd
Il Moro,,+1 310-575-3530,4.5,$$$$,44,11400 W Olympic Blvd
Louie's Pizza and Pasta,,,4.0,$,40,"100 Universal City Plaza, Universal City, CA 91608"
Beach Pizza,90045,+1 310-827-2000,4.5,$$ - $$$,24,8601 Lincoln Blvd
All'Acqua Restaurant,90039-1824,+1 323-663-3280,4.5,$$ - $$$,23,3280 Glendale Blvd
Vernetti,90004-3706,+1 323-799-5886,4.0,$$ - $$$,20,225 N Larchmont Blvd
San Carlo Italian Deli,91311-3301,+1 818-727-0890,5.0,,17,10178 Mason Ave
Firenze Osteria,91602-2855,+1 818-760-7081,4.5,$$ - $$$,49,4212 Lankershim Blvd
Maria's Italian Kitchen,90064,+1 310-441-3663,4.0,$$ - $$$,26,10761 W Pico Boulevard
Vintage Enoteca,90046-3413,+1 323-512-5278,4.5,$$ - $$$,14,7554 W Sunset Blvd
Sorrento's Pizza House,90732-4334,+1 310-547-5129,4.5,$$ - $$$,20,2428 S Western Ave
Cruzer Pizza,90027-5503,+1 323-666-0600,5.0,$,11,4449 Prospect Ave
Fabrocini's Italian Restaurant,90077-1724,+1 310-475-7404,4.5,$$ - $$$,33,2960 N Beverly Glen Cir
Caffe Primo,90069,+1 310-289-8895,4.0,$$ - $$$,51,8590 Sunset Blvd.
Al Gelato,90035-1601,+1 310-659-8069,4.5,$$ - $$$,31,806 S Robertson Blvd
Trattoria Natalie,90035-2315,+1 310-246-1826,4.0,$$ - $$$,23,8681 W Pico Blvd
Cafe Verona,90036-3022,+1 323-934-6188,4.0,$$ - $$$,36,201 S La Brea Ave
Niko's Pizza,90014-1703,+1 310-241-1400,4.5,$$ - $$$,11,399 W 6th St
La Cava,,818-981-1517,4.0,$$ - $$$,29,13565 Ventura Blvd
Pizza Next Door,90017,+1 213-622-6595,4.5,$,19,806 West 8th Street
Tanino,90024-2902,+1 310-208-0444,4.0,$$$$,69,1043 Westwood Blvd
Andre's Italian Restaurant,90036-3155,+1 323-935-1246,4.0,$,26,6332 W 3rd St
Italian Express,90024-3042,+1 310-208-5572,4.5,$,11,10845 Lindbrook Dr
Charlie's Trio,90032-1326,+1 323-223-3871,4.0,$$ - $$$,21,5769 Huntington Dr N
Ball and Chain Restaurant,90028-6201,+1 323-465-2255,4.5,$$ - $$$,14,1643 N Cahuenga Blvd
Reno's Pizzeria & Restaurant,91604-3142,+1 818-763-1088,4.5,$,18,11412 Ventura Blvd
Lamonica's New York Pizza,90024-3402,+1 310-208-8671,4.0,$,35,1066 Gayley Ave
Cucina Bene,91403-4047,+1 818-981-8300,4.5,$$ - $$$,15,4511 Sepulveda Blvd
Vinoteca Farfalla,90027,+1 323-661-8070,4.5,$$ - $$$,19,1968 Hillhurst Avenue
Guido's,90025,+1 866-458-8279,4.0,$$ - $$$,36,14556 Polk St
Enzo & Angela,90025,+1 310-477-3880,4.0,$$ - $$$,38,11701 Wilshire Blvd
Trattoria Bella Roma,90035,+1 310-277-7662,4.5,$$ - $$$,10,1509 S. Robertson Blvd
Spumoni Restaurant,91403-3772,+1 818-981-7218,4.5,,18,14533 Ventura Blvd
Wood,90026-2125,+1 323-667-9940,4.5,$$ - $$$,11,2861 W Sunset Blvd
Marie Callender's,91403-3641,+1 818-788-3983,4.0,$$ - $$$,35,14743 Ventura Blvd
Ciabatta Bar Cucina Italiana,90028-8001,+1 323-500-1121,5.0,$$ - $$$,4,6464 W Sunset Blvd
Pizza Bella,90068-2997,+1 323-876-5961,4.5,$,15,1900 N Highland Ave
Il Grano,90025-3151,+1 877-485-0443,4.5,$$$$,43,11359 Santa Monica Blvd
Hollywood Pizza & Gelato,90068,+1 818-760-7383,4.5,$,12,100 Universal City Plaza
Eagle Rock Italian Bakery,90041-1338,+1 323-255-8224,5.0,$,8,1726 Colorado Blvd
Sor Tino,90049,+1 310-442-8466,4.0,$$ - $$$,27,908 S Barrington Ave
Deanos Gourmet Pizza,90036,+1 323-935-6373,4.0,$,25,6333 West 3rd Street
Pips on La Brea,90019-2915,+1 323-954-7477,4.0,$$ - $$$,23,1356 S La Brea Ave
Melrose Cafe,90038-4106,+1 323-461-0077,4.5,$,9,5003 Melrose Ave
Nicola's Kitchen,91364-6601,+1 818-883-9477,4.0,$$ - $$$,30,20969 Ventura Blvd Ste 14
Enzo's Pizzeria,90024-2809,+1 310-208-3696,4.0,$,26,10940 Weyburn Ave
Cafe Carolina,91316-3632,+1 818-881-8600,4.5,$$ - $$$,17,17934 Ventura Blvd
Caruso's Pizza,91342-3105,+1 818-367-7766,4.0,$$ - $$$,13,13737 Foothill Blvd
Italy's Little Kitchen,90045-3502,+1 310-645-1220,4.0,$$ - $$$,99,8516 Lincoln Blvd
Anima Pizza & Pasta,90005-4723,+1 213-738-0799,5.0,,9,698 S Vermont Ave
Presto Pasta Granda Hills,91344-5606,8183607737,4.5,,10,17923 Chatsworth St
LaRocco's Pizzeria,90045-4810,+1 310-642-0029,5.0,$$ - $$$,6,8806 S Sepulveda Blvd
Uncle Ernie's Pizza,,,4.5,,9,9841 Topanga Canyon Blvd
Buon Gusto Ristorante,91345-2620,+1 818-893-9985,4.5,$$ - $$$,15,15535 Devonshire St
The Doughroom,90034-5405,+1 424-258-6194,4.5,$$ - $$$,11,3409 Overland Ave
Patsy d'Amore's Pizza,90036-3195,+1 323-938-4938,4.0,$,10,6333 W 3rd St Ste 448
Think Bistro,90732-4464,90732,4.0,,9,1420 W 25th St
Garden Cafe,90011-2937,+1 818-788-3700,4.0,$$ - $$$,15,4351 Woodlawn Ave
CrossRoads Restaurant,91356-1506,+1 818-345-6616,4.5,,7,6027 Reseda Blvd
Topanga Pizza,91364-1205,+1 818-222-4944,4.5,,11,22994 Ventura Blvd
Olio Pizzeria & Cafe,90048-4318,,4.5,$$ - $$$,25,8075 W 3rd St
Johnnie's New York Pizzeria,90291-4799,+1 310-821-1224,4.5,$,26,2805 Abbot Kinney Blvd
The Nice Guy,90048-1906,+1 310-360-9500,3.5,$$ - $$$,41,401 N La Cienega Blvd
161st Street Pizza,90068-1302,+1 323-851-6161,4.5,$,9,3252 Cahuenga Blvd W
Bella Roma SPQR,90035-4231,,5.0,,6,1513 S Robertson Blvd
Caffe Italia,91401-5030,+1 818-465-3690,5.0,,3,14056 Burbank Blvd
Cuore dell Amante,90015-1701,+1 213-488-4999,5.0,$$ - $$$,3,123 E 9th st
Apollonia's Pizzeria,90036-4303,,5.0,,5,5176 Wilshire Blvd
Mozza 2 Go,90038-3410,+1 323-297-1130,4.5,$$ - $$$,14,6610 Melrose Ave
I Panini Di Ambra,90028-6813,+1 323-463-1200,4.5,,11,5633 Hollywood Blvd
All'Angolo,90020-3131,21233687888,5.0,,8,4050 W 3rd St
The Good Pizza,90293-8211,+1 310-827-0500,4.0,,16,8115 W Manchester Ave
Cafe Fiore,91367-7168,+1 818-888-4514,4.0,$$ - $$$,24,21550 Oxnard St Ste 125
Venice Cucina,90291-3764,+1 310-392-6300,4.0,$$ - $$$,31,209 Windward Ave
Pizza Rev,91367-2408,+1 818-347-4990,4.5,$,17,6439 Canoga Ave
Sbarro the Italian Eatery,90040-1584,,4.0,$,14,150 Citadel Dr # 148
Emilio's Trattoria,91436-2202,+1 818-784-7499,4.0,$$ - $$$,27,16234 Ventura Blvd
Shakey's,90038-1011,+1 213-463-1104,4.5,$,10,7001 Santa Monica Boulevard
Andiamo,90045-5672,,3.5,$$$$,51,5711 W Century Blvd
Defrankos Italian Sandwiches,91406-2928,+1 818-780-9556,4.5,$,5,7532 Woodley Ave
Delicious Pizza,90016-2603,+1 323-424-3014,4.5,,6,5419 W Adams Blvd
Pieology Pizzeria,,+1 818-593-4221,4.0,,6,6250 Topanga Canyon Blvd
Fresh Brothers,90068-5601,+1 323-962-6262,5.0,,4,1923 N Bronson Ave
Barone's Famous Italian Restaurant,91401-3905,+1 818-782-6004,4.0,$$ - $$$,37,13726 Oxnard St
Caprese Restaurant,91311-4016,+1 818-709-7054,4.5,$$ - $$$,7,9777 Topanga Canyon Blvd
Joe Peep's New York Pizza,91607-2451,+1 818-506-4133,4.0,$,35,12460 Magnolia Blvd
Folliero Pizza & Italian Food,90042-4120,+1 323-254-0505,4.5,,13,5566 N Figueroa St
Beech Street Cafe,,+1 310-573-1940,4.0,$$ - $$$,22,863 Swarthmore Ave
Il Tramezzino,91604-2237,+1 818-784-2244,4.5,$$ - $$$,17,13031 Ventura Blvd
Michelangelo Ristorante,90039-2721,+1 323-660-4843,4.0,$$ - $$$,20,2742 Rowena Ave
Casa de Pizza,91344-3893,+1 818-366-6311,4.0,$$ - $$$,11,16161 San Fernando Mission Blvd
Stefano's,90045,+1 310-216-7716,5.0,,2,6081 Center Dr Ste 215
Slicetruck Pizza,90025,+1 310-444-9550,5.0,$$ - $$$,1,1523 S Bundy Dr
Al Bacio Ristorante,90069-2205,+1 310-657-1182,5.0,,3,8741 W Sunset Blvd
Hi Pizza Italian Kitchen,90004-4101,+1 213-380-5757,5.0,,2,119 S Western Ave
D'Amore's Pizza Connection,91311-4227,+1 818-348-5900,5.0,$$ - $$$,1,20926 Lassen St
Hard Times Pizza,90026-2575,+1 213-413-1900,5.0,,1,1311 Glendale Blvd
Quickies Pizza & Subs,91604-1709,+1 818-760-6699,5.0,$,1,4362 Laurel Canyon Blvd
Sbarro,90048-6201,+1 310-659-5504,5.0,,5,8500 Beverly Blvd
All' Angelo,90046,+1 323-933-9540,5.0,,1,7166 Melrose Ave
Pasquale Shoe Repair & Cafe,90019-2585,+1 323-936-6883,5.0,$$ - $$$,1,5616 San Vicente Blvd
Ameci Pizza & Pasta,91364-4228,+1 818-346-1500,5.0,$$ - $$$,1,4861 Topanga Canyon Blvd
Mehrdad's Place,91356,+1 818-996-8008,5.0,,1,19563 Ventura Blvd
Bona,11140,+1 310-391-5533,5.0,,1,11140 Palms Boulevard
Italiano's Pizza,90042-1715,+1 323-255-6155,5.0,,1,5101 York Blvd
Spazio Caffe,90291-2590,+1 310-399-1550,5.0,,5,245 Main St
Rosti Tuscan Kitchen,91436-5300,+1 818-995-7179,5.0,,2,16350 Ventura Blvd
Mulberry Street Pizzeria,91316-4129,+1 818-789-6861,4.0,$$ - $$$,14,17040 Ventura Blvd
PizzaRev,91324,+1 818-717-1827,4.5,$,11,9420 Reseda Blvd.
Two Guys From Italy,91344-4250,+1 818-360-2292,4.0,$$ - $$$,13,16915 San Fernando Mission Blvd
Mo's Place,90293-7792,+1 310-822-6422,4.0,,10,203 Culver Blvd
Asparagus Pizza,90028-5001,+1 323-962-3036,4.0,,9,1809 N Cahuenga Blvd
Romano's Macaroni Grill,91324-2142,+1 818-725-2620,4.0,$$ - $$$,30,19400 Plummer St
Cavaretta's Italian Groceries,91303-1852,+1 818-340-6626,4.5,,14,22045 Sherman Way
Domingo's Italian Grocery,91316-3835,+1 818-981-4466,5.0,,4,17548 Ventura Blvd
Aroma,90026,+1 323-644-2833,4.5,$$ - $$$,21,2903 West Sunset Boulevard
Fabs Corner Cucina,91403-5532,+1 818-995-2933,4.5,$$ - $$$,20,4336 Van Nuys Blvd
Bobo,,+1 310-314-3222,4.5,,3,5 Dudley Street
New York Pizza & Pasta,90046,+1 323-874-4888,4.5,,7,7123 W Sunset Blvd
Spice,90068-3238,+1 310-876-0497,4.0,$$ - $$$,32,2011 N Highland Ave
Hank's Pizza,90003-3220,+1 424-228-5251,4.5,$,8,442 W Manchester Ave
Peppone,90049-2929,+1 310-476-7379,4.0,$$$$,30,11628 Barrington Ct
