ID,shop name,postal code,phone number,star,price,number of reviews,street address
3460,gaucho grill,90049,3104477898,-1,$$,352,11754 san vicente blvd
3461,la esperanza restaurant,90501,3106266578,-1,$$,389,22836 s western ave
3462,churro guy,90033,,-1,,1,mariachi plaza sq
3463,california pita,90025,3104786200,-1,$,174,12001 wilshire blvd
3464,café santorini,91103,6265644200,-1,$$,1725,64 w union st
3465,el porvenir bakery,90018,3237356323,-1,$,5,2273 w washington blvd
3466,divino salvador,90042,3232573468,-1,$,35,5816 york blvd
3467,versailles restaurant,90035,3102890392,-1,$$,1218,1415 s la cienega blvd
3468,el jocoreno restaurant,90038,3234621796,-1,$$,6,910 n western ave
3469,tapas & vino,90277,3107918200,-1,$$,273,1729 s catalina ave
3470,vino at trios,91801,6262844674,-1,$$,231,10 n 1st st
3471,mediterranean triangle,90041,3233408314,-1,$,129,4917 eagle rock blvd
3472,mi querido pulgarcito restaurant,90007,3237356612,-1,$,24,1608 w washington blvd
3473,pollos a la brasa eagle rock,90041,3232556322,-1,$$,115,2161 colorado blvd
3474,winchell's donuts,90064,3104749010,-1,$,33,10833 national blvd
3475,mediterraneo kitchen & bar,90254,3103182666,-1,$$,680,73 pier ave
3476,bella pita,90024,3102091050,-1,$,655,960 gayley ave
3477,blue stove,90401,3107524110,-1,$$,477,220 broadway
3478,el gallo giro,90022,3237261246,-1,$,60,5686 whittier blvd
3479,mariscos puerto escondido,90023,3232627678,-1,$$,34,3740 whittier blvd
3480,mamita peruvian restaurant,91204,8182435121,-1,$$,673,714 s brand blvd
3481,aro latin,91030,6267999400,-1,$$,269,1019 misson st
3482,malbec argentinean cuisine,91106,6266830550,-1,$$,1258,1001 e green st
3483,la paelleria,,3239795802,-1,,1,
3484,malbec argentinean cuisine,91602,8187624860,-1,$$,498,10151 riverside dr
3485,atitlan express,90017,2133539005,-1,$,7,1624 w 6 st
3486,pupuseria menchita,90026,2132588203,-1,$,26,1606 beverly blvd
3487,san salvador restaurant,90006,3237333334,-1,$,15,1828 s vermont ave
3488,salvadorean village,90006,2133822191,-1,$$,10,2048 w pico blvd
3489,don felix restaurant,90004,3236631088,-1,$$,300,305 n virgil ave
3490,el pollo loco,90057,2134131811,-1,$,7,503 s alvarado st
3491,paseo chapin,90057,2133857420,-1,$$,7,2220 w 7th st
3492,versailles restaurant,91316,8189060756,-1,$$,696,17410 ventura blvd
3493,mi querido pulgarcito,90006,2133886635,-1,$,6,2500 w pico blvd
3494,cafe sevilla,90802,5624951111,-1,$$,1214,140 pine ave
3495,the hummus factory,90045,3104109999,-1,$$,106,6081 center dr
3496,restaurante el bambu,90033,2133534502,-1,$$,1,2021 3rd st
3497,casa india,90013,2136251264,-1,$,6,348 s broadway
3498,la maria,91606,8187558811,-1,$$,217,10516 victory blvd
3499,cafe verde,91106,6263569811,-1,$$,523,961 e green st
3500,el pollo loco,90016,3237343373,-1,$,44,2801 crenshaw blvd
3501,sonsonate grill,90003,3232331333,-1,$$,64,4350 s avalon blvd
3502,commonwealth restaurant,91502,8188452225,-1,$$$,574,222 s glenoaks blvd
3503,breadbar,90067,3102773770,-1,$$,372,10250 santa monica blvd
3504,el criollo bar & grill,91506,8182600211,-1,$$,142,916 w burbank blvd
3505,sam's flaming grill,90033,3232255622,-1,$,49,1830 marengo st
3506,george's greek grill,90071,2132602358,-1,$$,84,350 s grand ave
3507,fix coffee,90026,3232848962,-1,$,316,2100 echo park ave
3508,equelecuá cuban cafe,90301,3237412822,-1,$$,232,1120 w florence ave
3509,amara chocolate & coffee,91105,6267441765,-1,$$,806,55 s raymond ave
3510,pupuseria la casita de don carlos,90006,2133877748,-1,$,18,2046 w pico blvd
3511,sausal,90245,3103222721,-1,$$,294,219 main st
3512,el pollo loco,90024,3108247776,-1,$,48,1081 gayley
3513,kabob express fusion truck,90017,2134079255,-1,$,83,
3514,abygail restaurant,90023,3233544580,-1,,-1,2635 whittier blvd
3515,citizen,90210,3104025885,-1,$$$,74,184 n canon dr
3516,mambo's cafe,91201,8185458613,-1,$$,466,1701 victory blvd
3517,la taverna cubana,91607,8187636272,-1,$$,94,5424 laurel canyon blvd
3518,luminarias,91754,3232684177,-1,$$,438,3500 ramona blvd
3519,bolivar coffee + arepa bar,90405,3105812344,-1,$,304,1741 ocean park blvd
3520,ay papa que rico,91405,8189888367,-1,$,305,7344 van nuys blvd
3521,madinah restaurant,90301,4242036529,-1,$$,37,1100 w florence ave
3522,rustic canyon,90401,3103937050,-1,$$$,1028,1119 wilshire blvd
3523,el criollo,91405,8187858625,-1,$$,222,6622 van nuys blvd
3524,pupuseria menchita 2,90026,2133813522,-1,$,8,2523 w temple st
3525,leonardo's night club,90001,3235821500,-1,,7,6617 wilson ave
3526,blue moon hookah lounge,90015,3233529581,-1,$$,219,1053 s hill st
3527,tacos el porvenir,90011,2137411260,-1,,4,3000 maple avenue
3528,panaderia victoria,90018,3237661499,-1,$,13,2190 w washington blvd
3529,dona amalia,91406,8187823020,-1,$$,27,16060 saticoy st
3530,alegria,90802,5624363388,-1,$$,715,115 pine ave
3531,la selecta,91605,8189820842,-1,$$,5,7814 lankershim blvd
3532,clemen's restaurant,90018,3237342725,-1,$,6,3551 s western ave
3533,the granada la,91801,6262847262,-1,$$,133,17 s 1st st
3534,el pollo loco,90065,3232561938,-1,$,47,3070 san fernando rd
3535,meson criollo grill restaurant,91406,8189041099,-1,$$,119,15713 vanowen st
3536,1810 argentinean restaurant,91105,6267955658,-1,$$,572,121 w colorado blvd
3537,el guanaco restaurant,90057,2134133856,-1,$,3,2015 w 7th st
3538,lala's argentine grill,91604,8186234477,-1,$$,1057,11935 ventura blvd
3539,pollo pillo,90057,2134836202,-1,$,6,696 s alvarado st
3540,mantee cafe,91604,8187616565,-1,$$,595,10962 ventura blvd
3541,the belvedere,90212,3109752736,-1,$$$$,142,9882 s santa monica blvd
3542,la guanaquita,90038,3239623151,-1,$,4,6242 santa monica blvd
3543,la casa de abuelita,91770,6262882707,-1,$,263,3133 san gabriel blvd
3544,el tarasco,90063,3232683451,-1,$$,7,3425 e 1st st
3545,the red room food & wine bar,91316,8183860278,-1,$$,167,17499 ventura blvd
3546,el portal,91101,6267958553,-1,$$,468,695 e green st
3547,la verbena,90029,3236680318,-1,,-1,4212 w sunset blvd
3548,restaurant & pupuseria el ranchon,90007,3237346443,-1,$,3,3564 s normandie ave
3549,las rinconadas,90006,,-1,,-1,vermont and james m wood blvd
3550,lonzo's bread,90232,3108427876,-1,$$,137,10804 washington blvd
3551,cerveteca,90291,3103108937,-1,$$,552,523 rose ave
3552,havana mania,90278,3107259075,-1,$$,730,3615 inglewood ave
3553,la perla restaurant,90063,3232624507,-1,$$,18,3425 e 1st st
3554,puro sabor,91401,8189080818,-1,$$,170,6366 van nuys blvd
3555,kayndaves,90232,3105588100,-1,$$,891,9341 culver blvd
3556,mariscos el caracol,91331,,-1,$,1,corner of canterbury & van nuys
3557,la boheme,90069,3238482360,-1,$$$,736,8400 santa monica blvd
3558,musha restaurant,90401,3105766330,-1,$$,1119,424 wilshire blvd
3559,altaeats,91104,6267941162,-1,$$$,229,1860 n allen ave
3560,restaurante amalias,91605,8185034511,-1,$,42,11541 sherman way
3561,el pollo imperial,90805,5626123315,-1,$$,603,5991 atlantic ave
3562,real de oaxaca restaurant,90262,3108849234,-1,$$,115,"11215 long beach blvd, ste 1010"
3563,oasis pupuseria,91754,3237245736,-1,$,160,2078 s atlantic blvd
3564,beto's restaurant,90005,2133802487,-1,,2,752 s vermont avenue
3565,la feria restaurant,90304,3106737475,-1,$$,109,10903 s inglewood ave
3566,la sirena grill,90245,3106406170,-1,$$,534,710-d allied way
3567,el salvador cafe,90015,2137412370,-1,$$,14,575 e pico blvd
3568,la huasteca restaurant,90262,3105378800,-1,$$,296,3150 e imperial hwy
3569,camacho's cantina,91608,8186223333,-1,$$,858,1000 universal ctr dr
3570,mariana's restaurant,90057,2134270037,-1,$,3,2718 w 7th st
3571,don cuco mexican restaurant,91502,8189558895,-1,$$,290,218 e orange grove ave
3572,el rincon criollo,90230,3103914478,-1,$$,372,4361 sepulveda blvd
3573,lola's peruvian restaurant,91203,8189565888,-1,$$,373,230 n brand blvd
3574,palmilla cocina y tequila,90254,3105037722,-1,$$,786,39 pier ave
3575,ilopango no 1,90006,3237668860,-1,$,15,1744 venice blvd
3576,miriam pupuseria y restaurant,90037,3232315415,-1,$,3,5736 s broadway
3577,girasol,91602,8189242323,-1,$$$,468,11334 moorpark st
3578,melys pupuseria,91104,6267941776,-1,$,123,863 n lake ave
3579,tacomiendo,90230,3109150426,-1,$,406,4502 inglewood blvd
3580,playa las tunas restaurant,90006,2133658504,-1,$$,30,1107 s alvarado st
3581,jessica's restaurante familiar,90031,3232250661,-1,$,4,2425 daly st
3582,porto's bakery & cafe,91505,8188469100,-1,$,6015,3614 w magnolia blvd
3583,alebrijes grill mexican food truck,91411,7142352683,-1,,2,5800 sepulveda blvd
3584,restaurant perez,90001,3235815426,-1,,1,8436 compton ave
3585,casablanca restaurant,90291,3103925751,-1,$$,571,220 lincoln blvd
3586,cha cha chicken,90405,3105811684,-1,$$,1586,1906 ocean ave
3587,restaurante hermanos centroamericanos,90019,3237349526,-1,$,4,3419 venice blvd
3588,cafe del rey,90292,3108236395,-1,$$$,517,4451 admiralty way
3589,birrieria el camaronero,91342,8183629656,-1,$,17,13565 glenoaks blvd
3590,la fiesta grande,91030,6264416217,-1,$$,128,1107 mission st
3591,la cabana restaurant,90291,3103927973,-1,$$,665,738 rose ave
3592,el alfarero,90017,2134830980,-1,$,2,755 s union ave
3593,el gallo giro,91303,8188358313,-1,$,71,20901 sherman way
3594,hugo's tacos,91364,8182227700,-1,$,212,22941 ventura blvd
3595,bizarra capital,90602,5629452426,-1,$$,567,12706 philadelphia st
3596,habana vieja cuban cuisine & cafe,90501,3103200935,-1,$$,562,1648 w carson st
3597,el baron restaurant and night club,90232,3108416298,-1,$$,103,8641 w washington blvd
3598,coni'seafood,90303,3106722339,-1,$$,268,3544 w imperial hwy
3599,la cafeina cafe & taqueria,91803,6264584469,-1,$,123,408 s palm ave
3600,chez melange/bouzy gastropub/bar 150,90277,3105401222,-1,$$,602,1611 s catalina ave
3601,la costa mariscos,90301,3106722083,-1,$$,23,597 s la brea avenue
3602,el rinconcito,90007,3237302055,-1,$,4,1668 w adams blvd
3603,el chero,90248,3105150107,-1,$,35,16502 s main st
3604,el puerto escondido,90301,3106701014,-1,$$,205,915 w arbor vitae st
3605,bebas,91401,8187861511,-1,$$,80,6024 hazeltine ave
3606,izalco restaurant,91601,8187600396,-1,$,58,10729 burbank blvd
3607,sol y luna,91357,8183438488,-1,$$,1148,19601 ventura blvd
3608,casa vega,91423,8187884868,-1,$$,1316,13301 ventura blvd
3609,ceremony bar,91604,8189859222,-1,$$,160,11814 ventura blvd
3610,el taco loco,91607,8187523845,-1,$,90,5424 laurel canyon blvd
3611,casa de ramos,91202,8182403129,-1,$$,168,827 w glenoaks blvd
3612,fonda maria,90241,5629234649,-1,$,73,7840 firestone blvd
3613,cook's tortas,91754,3232783536,-1,$$,1828,1944 s atlantic blvd
3614,king's kabob,90230,3103901599,-1,$,158,5500 sawtelle blvd
3615,mariscos los arcos,91401,8189020892,-1,$$,138,14038 1/2 victory blvd
3616,la parrilla mexicana,91803,6262892412,-1,$$,106,2938 w valley blvd
3617,la caravana,91104,6267917378,-1,$$,190,1306 n lake ave
3618,el cafetal pupuseria,91405,8183876474,-1,,1,14855 sherman way
3619,carousel restaurant,91203,8182467775,-1,$$,731,304 n brand blvd
3620,las fuentes,91335,8187083344,-1,$,1275,18415 vanowen st
3621,ceviche del rey,90240,5628064033,-1,$$,110,7404 florence ave
3622,no jodas! cuban kitchen,91504,8187361365,-1,$,123,
3623,daniel's tacos,91353,8187590721,-1,$,235,7956 vineland ave
3624,frijoles mexican restaurant,90304,3106438541,-1,$$,226,11942 aviation blvd
3625,salsa & beer,91406,7472540106,-1,$$,1638,6740 white oak ave
3626,tonny's restaurant,91104,6267970866,-1,$,134,843 e orange grove blvd
3627,tito's tacos,90230,3103915780,-1,$,3916,11222 washington pl
3628,manhattan beach post,90266,3105455405,-1,$$$,2406,1142 manhattan ave
3629,tacos el negro,90280,5628694381,-1,$,186,5720 imperial hwy
3630,poquito más,91601,8189948226,-1,$,226,10651 magnolia blvd
3631,san marcos mexican grill,91401,8187812368,-1,$,210,5937 hazeltine ave
3632,buenos aires grill,91324,8187725552,-1,$$,414,8856 corbin ave
3633,hugo's tacos,90039,3236649400,-1,$,446,3300 glendale blvd
3634,pupuseria del valle,91502,8185242100,-1,$,112,431 s victory blvd
3635,frida mexican cuisine - beverly hills,90212,3102787666,-1,$$,428,236 s beverly dr
3636,el taquito mexicano,91101,6263569411,-1,$,144,490 n lake ave
3637,ostioneria el compa,90280,5629281830,-1,$$,78,5841 firestone blvd
3638,la cocina restaurant,90278,3105422300,-1,$$,146,4438 182nd st
3639,el rocoto,90703,5629241919,-1,$$,924,11433 south st
3640,moros cuban restaurant,90631,5626944169,-1,$$,947,380 n harbor blvd
3641,king taco,90255,3235849975,-1,$,92,7623 pacific blvd
3642,costa azul,91504,8185674689,-1,$$,153,2001 n buena vista st
3643,la flor de izote restaurant,90255,3235811806,-1,$,66,8232 santa fe ave
3644,lolita's tamales,90022,3237244222,-1,$,49,6050 whittier blvd
3645,la bamba island cuisine,91504,8188463358,-1,$$,406,2600 n glenoaks blvd
3646,rincon taurino,91402,8188927444,-1,$,122,8708 van nuys blvd
3647,marix tex mex cafe,90069,3236568800,-1,$$,411,1108 flores st
3648,licha's restaurant,90250,3233382920,-1,$,73,4267 w el segundo blvd
3649,casa gamino,90304,3106717661,-1,$$,109,4937 w century blvd
3650,el pollo loco,91502,8188464022,-1,$,60,521 north first street
3651,pozi's fresh grill,91356,8188817033,-1,$,222,18663 ventura blvd
3652,johnny pacific,91306,8188856927,-1,$,1192,7574 winnetka ave
3653,aqui es texcoco,90040,3237251429,-1,$$,189,5850 s eastern ave
3654,raza ricos raspados,91402,8186425515,-1,,1,14650 parthenia st
3655,mucho mas,91601,8189800300,-1,$$,332,10405 burbank blvd
3656,kayndaves cantinas,90407,3102601355,-1,$$,174,262 26th st
3657,los chorros restaurant,90304,3106715147,-1,$,128,4693 w century blvd
3658,el gallo giro,91402,8188915533,-1,$,105,8309 van nuys blvd
3659,el rocoto,90248,3107688768,-1,$$,609,1356 w artesia blvd
3660,el rancherito,91335,8187589775,-1,$,83,17734 saticoy st
3661,el tapatío,91502,8185670229,-1,$,168,926 s san fernando blvd
3662,pollo a la brasa,90247,3107152494,-1,$,324,16527 s vermont ave
3663,kayndaves cantinas,90272,3104598118,-1,$$,130,15246 w sunset blvd
3664,mi sombrero azul,91306,8187129506,-1,,4,20039 vanowen st
3665,cabo cantina,90069,3238227820,-1,$$,345,8301 w sunset blvd
3666,tortas mexico,91604,8187602571,-1,$,144,11040 ventura blvd.
3667,el metate,91101,6262290706,-1,$,287,12 n mentor ave
3668,taqueria y pollo asado el grullo,90240,5629283831,-1,$,34,8446 telegraph rd
3669,el toreo,91105,6267932577,-1,$,138,21 s fair oaks ave
3670,el pepeto restaurant,90640,3238878045,-1,$,19,2343 w whittier blvd
3671,tacos el zorro,91605,8189826560,-1,$,59,12849 sherman way
3672,lucio's restaurant,90501,3103289810,-1,$,157,1605 cabrillo ave
3673,tierra mia coffee,90280,3235633948,-1,$,476,4914 firestone blvd
3674,cafe opa,90240,5628060761,-1,$,332,9905 paramount blvd
3675,puchica guatemalan bar & grill,91403,8189901011,-1,$$,221,4523 sepulveda blvd
3676,el ruizeñor grill,91780,6262868763,-1,$,124,5818 temple city blvd
3677,el pollo inka,90260,3106766665,-1,$$,581,15400 hawthorne blvd
3678,mariscos el chuy,90250,3106792541,-1,$$,47,11613 inglewood ave
3679,king taco,90262,3108849984,-1,$,182,12102 long beach blvd
3680,sergio's tacos,90640,3238889159,-1,$,72,308 s vail ave
3681,el huarique,90291,3104521254,-1,$$,303,1301 ocean front walk
3682,roppongi asian tapas bar & sushi,90069,3102890030,-1,$$,107,8535 sunset blvd
3683,bodega wine bar,91101,6267934300,-1,$$,620,300 e colorado blvd
3684,ernie's taco house,91602,8189854654,-1,$$,405,4410 lankershim blvd
3685,que ricos,91606,8189858014,-1,$,207,12940 victory blvd
3686,the gardens of taxco,90046,3236541746,-1,$$,839,1113 n harper ave
3687,leonor's vegetarian mexican,91606,8189809011,-1,$,301,11403 victory blvd
3688,burnt tortilla,90247,3102172382,-1,$$,357,1427 w redondo beach blvd
3689,el pollo loco,90025,3108207924,-1,$,41,11870 santa monica blvd
3690,el borrego mexican restaurant,90260,4244564050,-1,$,82,14916 hawthorne blvd
3691,florida restaurant,90240,5628697847,-1,$$,159,10025 lakewood blvd
3692,el gaucho meat market,90278,3102972617,-1,$,248,2715 manhattan beach blvd
3693,porto's bakery & cafe,90241,5628628888,-1,$,4821,8233 firestone blvd
3694,guatemalteca bakery & restaurant,91405,8187828430,-1,$,87,7630 van nuys blvd
3695,el pollo loco,91030,6264415055,-1,$,28,711 fair oaks ave
3696,mestizo restaurant,91345,8188938896,-1,$,102,15418 lassen st
3697,rancheros tacos,91352,8185042984,-1,$,34,8447 sunland blvd
3698,la ceiba restaurant,90813,5625903186,-1,$,163,1436 e 7th st
3699,la cubana,91205,8182434398,-1,$$,137,801 s glendale ave
3700,king taco,90270,3235601245,-1,$,236,5729 atlantic blvd
3701,el pollo loco,90046,3236509658,-1,$,51,8154 sunset blvd
3702,freebirds world burrito,90292,3103069600,-1,$,328,4025 del rey ave
3703,tacos super gallito,90710,3105300060,-1,$,311,843 w pacific coast hwy
3704,lunas restaurant,91776,6265767653,-1,$$,141,343 s mission dr
3705,continental gourmet hawthorne,90250,3106765444,-1,$,125,12921 prairie ave
3706,la costa restaurant,90640,3237287492,-1,$$,128,854 n garfield ave
3707,mariscos moni,90304,3104193067,-1,$$,115,4820 w century blvd
3708,el cholo,90401,3108991106,-1,$$,863,1025 wilshire blvd
3709,la carreta salvadorian food,91405,8187860311,-1,$,51,7301 van nuys blvd
3710,antojitos mexicanos restaurant,90723,5627125992,-1,$,333,15526 paramount blvd
3711,tacos df,90280,3235643221,-1,$,98,3342 tweedy blvd
3712,dia de campo,90254,3103791829,-1,$$,348,1238 hermosa ave
3713,tommy's restaurant,91754,3237217122,-1,$,76,1150 w riggin st
3714,pollos al carbon,91405,8182038676,-1,$,38,7514 woodman ave
3715,diana's la bonita restaurant,90201,3237714900,-1,$$,61,4333 florence ave
3716,mexicatessen,91754,6262812514,-1,$,108,830 s atlantic blvd
3717,el palmar,90007,2137481089,-1,$,2,241 w adams blvd
3718,mi zacatecas,90250,3106750168,-1,$,110,12808 inglewood ave
3719,la villa mexican food restaurant,90249,3106753393,-1,$,255,15333 crenshaw blvd
3720,chipotle mexican grill,90292,3108210059,-1,$,261,4718 admiralty way
3721,culichi town bell,90201,3237731278,-1,$$,387,6638 atlantic ave
3722,mariscos la serenata vip,91324,8189931404,-1,$,26,19265 roscoe blvd
3723,mexicali cocina & cantina,91604,8189851744,-1,$$,945,12161 ventura blvd
3724,blue plate taco,90401,3104582985,-1,$$,712,1515 ocean ave
3725,padre,90802,5626124951,-1,$$,456,525 e broadway
3726,nazca peruvian restaurants,91401,8187826808,-1,$$,42,14357 victory blvd
3727,casa escobar,90403,3108281315,-1,$$,206,2500 wilshire blvd
3728,sandy's tacos & more,91605,8185034909,-1,$,34,7548 lankershim blvd
3729,king taco,90660,5629428177,-1,$,506,6722 rosemead blvd
3730,yahaira's cafe,91101,6268443254,-1,$$,387,698 e colorado blvd
3731,cemitas poblanas don adrian,91411,8187860328,-1,$,124,14902 victory blvd
3732,the wallace,90232,3102026400,-1,$$,701,3833 main st
3733,la estrella tacos,90042,3239820179,-1,$,214,6103 n figueroa st
3734,las segovias nicaraguan restaurant,90255,3235820096,-1,$$,49,8014 seville ave
3735,los 3 potosinos,90247,3105151796,-1,$,183,16323 s western ave
3736,tacos el gavilan,90240,5629277486,-1,$,378,7947 e florence ave
3737,la bamba,90260,3109780630,-1,$,32,14620 hawthorne blvd
3738,bilo market,90041,3232556370,-1,$$,3,1616 yosemite dr
3739,the jerk spot,90232,3108151160,-1,$,166,9006 venice blvd
3740,el sol mexican restaurant,91214,8182498958,-1,$$,109,2901 honolulu ave
3741,mariasol,90401,3109175050,-1,$$,1001,401 santa monica pier
3742,izzy's cafe,91335,8188817634,-1,$,78,19304 vanowen st
3743,el hatuchay,91605,8189829811,-1,$$,110,12853 sherman way
3744,el pollo gordo,91506,8188425192,-1,$,80,916 w burbank blvd
3745,el burro - tacos & beer,90746,3102170007,-1,$,128,17401 avalon blvd
3746,tony's mexican grill,91423,8187695754,-1,$,434,12910 magnolia blvd
3747,ostioneria colima,91745,6263338017,-1,$,278,1136 s hacienda blvd
3748,tacoteca,90403,3108282115,-1,$$,174,2460 wilshire blvd
3749,loteria grill,90401,3103932700,-1,$$,473,1251 3rd st promenade
3750,cinco de mayo,90230,3103915354,-1,$,501,11204 washington pl
3751,kotosh,90717,3102571363,-1,$$,578,2408 lomita blvd
3752,campos famous burritos,90405,3104504477,-1,$,134,2008 pico blvd
3753,birrieria la barca jalisco restaurant,91731,6264522121,-1,$$,159,10817 valley mall
3754,don zarape 2,91601,8187627768,-1,$,84,5560 vineland ave
3755,joselito's mexican food,91042,8189512275,-1,$$,294,7308 foothill blvd
3756,lola's chicken,91411,8189882181,-1,$$,96,14851 victory blvd
3757,campos tacos,90230,3102042659,-1,$,80,10814 jefferson blvd
3758,el salto del fraile peruvian restaurant,90241,5629286395,-1,$$,80,7639 firestone blvd
3759,cafe bravo,91202,8185004005,-1,$,634,1135 w glenoaks blvd
3760,el torito,91505,8188414433,-1,$$,285,3113 w olive ave
3761,zinqué,90069,4242843930,-1,$$,381,8684 melrose
3762,tequilas cantina & grill,91505,8188457217,-1,$$,341,4310 w magnolia blvd
3763,mariscos guillen la playita,90405,3104520090,-1,$,403,3306 lincoln blvd
3764,poquito más,91423,8189817500,-1,$,290,13924 ventura blvd
3765,arcense restaurant y pupuseria,90260,3102190800,-1,$,39,15122 inglewood ave
3766,el cafetalito,90040,3232682837,-1,$$,71,5300 e washington blvd
3767,casa gamino,90723,5626346225,-1,$$,174,8330 alondra blvd
3768,garcia's tacos,90640,3237228710,-1,$,38,233 s maple ave
3769,chonito's mexican restaurant,91803,6262848601,-1,$$,188,2505 w valley blvd
3770,el carrusel bakery,91335,8183447696,-1,$,47,6800 reseda blvd
3771,ordonez mexican restaurant,90640,3237246386,-1,$$,289,872 n garfield ave
3772,baja fresh mexican grill,90064,3105753013,-1,$,73,2210 sawtelle blvd
3773,cha cha chicken,91343,8186722130,-1,$$,253,16912 parthenia st
3774,diana's restaurant,90255,3235829222,-1,$$,40,6035 pacific blvd
3775,taqueria zavala,90241,5628699063,-1,$,81,11907 lakewood blvd
3776,acapulco mexican restaurant y cantina,90241,5629234656,-1,$$,305,9021 firestone blvd
3777,holy guacamole,90405,3103144850,-1,$,377,2906 main st
3778,el pollo inka,90505,3103730062,-1,$$,793,23705 hawthorne blvd
3779,lupita's,91107,6267953499,-1,$$,269,2383 e colorado blvd
3780,mazatlan restaurant,90805,5625314018,-1,$$,43,6902 n paramount blvd
3781,los tres hermanos,91401,8187867600,-1,$$,248,6269 van nuys blvd
3782,el pollo loco,90245,3103220808,-1,$,70,630 n sepulveda blvd
3783,tito's market,91735,6265791893,-1,$,544,9814 garvey ave
3784,el sushi loco - sushi y mariscos downey,90241,5628699305,-1,$$,240,11837 downey ave
3785,barragan's,91204,8182431103,-1,$$,118,814 s central ave
3786,taco libre,90401,3103951666,-1,$$,70,135 colorado ave
3787,la barca jalisco restaurant,90660,5629427060,-1,$$,188,8407 washington blvd
3788,tacos don chente,90640,3237228000,-1,$$,152,1813 w whittier blvd
3789,birrieria apatzingan,91406,8187858926,-1,$,14,16903 saticoy st
3790,tortas ahogadas las originales,91340,8188376883,-1,$,165,11541 laurel canyon blvd
3791,tutto bene,90210,3102748931,-1,$$,33,327 crescent dr
3792,king taco,91733,6264485150,-1,$,201,10420 e garvey ave
3793,little mexico,90640,3237217310,-1,$$,86,1923 w whittier blvd
3794,enrique's mexican restaurant,90706,5626021070,-1,$$,193,17244 downey ave
3795,casa gamino,90660,5629494144,-1,$$,62,9060 slauson ave
3796,tortas mexico,91020,8182485922,-1,$,179,2041 verdugo blvd
3797,pupusas cerca de veinte iglesias,90003,,-1,$,1,broadway x 61st st
3798,pollos sherman,91405,8187856991,-1,$$,52,14519 sherman way
3799,los primos,91103,6263040538,-1,$,40,951 n orange grove blvd
3800,caramba mexican food & cocktails,91801,6262825645,-1,$$,261,3020 w main st
3801,el ruby cafe,91204,8182477542,-1,$,41,4106 san fernando rd
3802,8 esquinas grill,91731,6264165104,-1,$,55,10624-10630 valley mall
3803,mercede's grille,90292,3108276209,-1,$$,343,14 washington blvd
3804,tropicana bakery & cuban café,90241,5628068343,-1,$,1222,10218 paramount blvd
3805,listo el pollo,91335,8187053000,-1,$$,137,6800 reseda blvd
3806,freebirds world burrito,90278,3102144850,-1,$,360,1509 hawthorne blvd
3807,el tarasco,91342,8183678510,-1,$$,259,13039 glenoaks blvd
3808,gaucho grill,90802,5625905000,-1,$$,877,200 pine ave. #b
3809,the social list,90814,5624335478,-1,$$,422,2105 e 4th st
3810,abigaile,90254,3107988227,-1,$$,895,1301 manhattan ave
3811,olga's rinconsito,90731,3105073241,-1,,3,1117 n gaffey st
3812,las palmitas fruit,90810,3105131270,-1,$,157,2645 1/2 e carson st
3813,nino's place,90247,3103545925,-1,$,27,16104 s vermont ave
3814,las champas restaurant,90241,5628694610,-1,$,30,11851 paramount blvd
3815,don chente bar and grill,90255,3235858900,-1,$$,136,2144 e florence ave
3816,el bukanas,90640,3237258635,-1,$$,64,1115 washington blvd.
3817,la fogata mexican restaurant,91403,8185019065,-1,$,469,5142 van nuys blvd
3818,del mar cafe,91776,6262858719,-1,$,29,712 s del mar ave
3819,sazón colombia,91311,8184070902,-1,$$,87,20454 nordhoff st
3820,aji peruvian cuisine,90814,5624398545,-1,$$,340,2308 e 4th st
3821,socorro's restaurant,91411,8189081682,-1,$,52,14657 victory blvd
3822,channy's comidas guatemaltecas,90250,,-1,$,12,12631 hawthorne blvd
3823,el pollo loco,91601,8187636592,-1,$,37,10944-46 magnolia blvd
3824,zankou chicken,91504,8182380414,-1,$$,509,1001 n san fernando blvd
3825,tacos corona restaurant,91407,8187809126,-1,$,238,7213 balboa blvd
3826,los burritos,91601,3102992489,-1,$,85,5568 lankershim blvd
3827,porto's bakery & cafe,91203,8189565996,-1,$,6129,315 n brand blvd
3828,panini cafe beverly hills,90210,3102478300,-1,$$,545,9601 santa monica blvd
3829,pancho's,90266,3105456670,-1,$$,571,3615 highland ave
3830,chez pepe,91356,,-1,,-1,
3831,el pollo inka,90254,3103721433,-1,$$,404,1100 pacific coast hwy
3832,la piedad mexican restaurant,91406,8187823354,-1,$,14,15709 vanowen st
3833,taco deli,91011,8187903354,-1,$,87,456 foothill blvd
3834,la estrella tacos #2,91103,6267928559,-1,$,349,502 n fair oaks ave
3835,tacos & mariscos el parque,90247,3105383000,-1,$,54,1124 w redondo beach blvd
3836,la cabanita de don chepe no 1,91606,8189826066,-1,$,20,6757 lankershim blvd
3837,amigo's restaurant,91106,6265771307,-1,$$,366,1076 e colorado blvd
3838,ramona's mexican delicatessen,90504,3105169757,-1,$,216,16300 crenshaw blvd
3839,lenchita's,91331,8188992623,-1,$,129,13612 van nuys blvd
3840,la tecleña,91304,8185950235,-1,$,29,22103 roscoe blvd
3841,pepe's mexican restaurant,91020,8182486622,-1,$$,246,2272 honolulu ave
