ID,shop name,postal code,phone number,star,price,number of reviews,street address
2316,wasabi japaness noddle house,90010,2133847484,5.0,,1,3183 wilshire blvd
2317,kyoto japanese restaurant,90020,2133894000,5.0,,1,3465 w 6th st
2318,yoshinoya restaurant,91402,8188949108,5.0,,1,8267 sepulveda blvd
2319,sushi yotsuya,91356,8187089675,5.0,,2,18760 ventura blvd
2320,tenno japanese bar & grill,90033,3232642101,5.0,,2,2321 e 1st st
2321,matsu restaurant,90026,2132509773,5.0,,2,1267 west temple street
2322,shabu shabu house,90064,3104791001,5.0,,1,2218 sawtelle blvd
2323,sushi tsujita,90025,3102311177,5.0,,2,2006 sawtelle blvd
2324,koda & androlia,90067,3102771391,5.0,,2,2029 century park e ste 1140
2325,bizen restaurant,91423,8189067274,5.0,,5,13447 ventura blvd
2326,otomisan restaurant,90033,3232682421,5.0,$,3,2506 east 1st street
2327,kawaba rice ball,90046,3232724510,5.0,$,1,7368 merlose ave
2328,aki restaurant,90025,3104798406,5.0,,4,11513 santa monica blvd
2329,shibucho,90057,2133878498,4.0,$$$$,3,3114 beverly blvd
2330,nori sushi,90069,3108546212,4.0,$$ - $$$,13,8730 santa monica blvd
2331,asakuma sushi,90291,3105777999,4.5,,2,2805 abbot kinney blvd
2332,sake house,,,4.5,$$$$,3,809 s. la brea
2333,teishokuya of tokyo,90012,2136800344,4.0,$$ - $$$,13,345 east 2nd street
2334,san sai japanese grill,90045,3106495000,4.0,,12,8601 lincoln blvd
2335,mika sushi,90064,3102317511,4.5,,8,11102 w olympic blvd
2336,new japan take out,90025,3104770557,4.5,,12,11283 santa monica blvd
2337,restaurant tatsuki,,8183408690,4.5,,10,"21630 ventura blvd woodland hills, ca 91364"
2338,minori restaurant,90035,3102781122,4.5,$$ - $$$,10,1170 s robertson blvd
2339,musashiya udon noodle,90024,3102085999,4.5,,3,1049 gayley ave
2340,inaka fine natural foods,90036,3239369353,4.5,$$ - $$$,11,131 s la brea ave
2341,sushi q,90028,3238560100,4.5,,4,6660 w sunset blvd
2342,sushi raw,91344,8188329322,4.5,,11,16858 devonshire st
2343,robata-ya,90025,,4.5,,3,2004 sawtelle blvd
2344,yen sushi & sake bar,,8189076400,4.5,,4,12930 ventura blvd ste 120
2345,kabosu,,8186234425,4.5,,4,10155 riverside dr
2346,what the fish sushi,90027,3232848442,4.5,,2,2804 hyperion ave
2347,curry up cafe,91364,8183474116,4.0,,8,21912 ventura blvd
2348,matsuda restaurant,91604,8187603917,4.0,,14,11837 ventura blvd
2349,todai restaurant,90010,,4.5,,4,
2350,kuishimbo restaurant,90020,2133805049,4.0,$,5,3407 w 6th street 101-a
2351,ohana bbq,91604,8185083192,4.5,,3,11269 ventura blvd
2352,murakami sushi,90028,3236921450,4.0,$$ - $$$,9,1714 wilcox ave
2353,echigo,90025,3108209787,4.0,$$ - $$$,16,12217 santa monica blvd
2354,sansai japanese grill,91311,8187340005,4.5,,3,9243 winnetka ave
2355,waba grill teriyaki house,91311,8186786607,4.5,,5,21534 devonshire st
2356,mori sushi,90064,3104793939,4.0,$$$$,16,11500 w pico blvd
2357,en sushi - los feliz,90027,3236641891,4.0,$$ - $$$,9,1972 hillhurst ave
2358,sushiko,90035,3102743474,4.0,$$$$,15,9340 w pico blvd
2359,kuma sushi,90039,3236615555,4.5,$$$$,2,3179 los feliz blvd
2360,yoshinoya,90045,3103381148,4.0,$,5,5539 w manchester ave
2361,frying fish restaurant,90012,2136800567,4.0,$,20,120 japanese village plaza mall
2362,the backhouse,90064,3104816800,4.0,,5,10915 w pico blvd
2363,sasaya,90025,3104774404,4.0,$$ - $$$,8,11613 santa monica blvd
2364,itacho japanese restaurant,90038,2138710236,4.0,,7,6775 santa monica blvd
2365,genmai sushi,91403,8189867060,3.5,,3,4454 van nuys blvd ste 0
2366,yanagi sushi,,,4.5,,3,8966 corbin avbe.
2367,2 die for sushi,,8189992008,4.0,$$ - $$$,8,7625 topanga canyon blvd
2368,izakaya m sushi,,,4.0,$$ - $$$,5,13573 ventura blvd
2369,nomura sushi,91403,8189813844,4.5,,6,14622 ventura blvd ste 207
2370,the fish house,90043,3232931300,4.5,,3,3440 w slauson ave
2371,futaba japanese restaurant,91325,8188862285,4.5,,4,18429 nordhoff st
2372,ita-cho,90036,3239389009,4.0,$$ - $$$,22,7311 beverly blvd
2373,tori yen,,8183525515,4.5,,7,7406 foothill blvd.
2374,hana ichimonme,,,4.5,$,2,"333 s. alameda st, #303"
2375,sushi mon,90048,3102469230,3.5,$$ - $$$,20,8562 w 3rd st
2376,izakaya haru ulala,90012,2136200977,4.5,$$ - $$$,9,368 e 2nd st
2377,kyoto sushi,91324,8188321183,3.5,,10,18531 devonshire st
2378,twelve-centimeter,90004,,4.0,,1,429 n western ave ste 5
2379,boongho japanese restaurant,90010,2133880479,4.0,,1,3959 wilshire blvd
2380,mikas japanese restaurant,90048,3106576452,4.0,,1,8500 w 3rd st
2381,yakuza sushi,90026,3237418282,4.0,,1,1700 silver lake blvd
2382,asakuma sushi delivery,90025,3106591092,4.0,,3,11769 santa monica blvd
2383,yoshinoya restaurants,91303,8183402103,4.0,,1,7300 topanga canyon blvd
2384,rok n' sushi,91342,8183642800,4.0,,1,13727 foothill blvd
2385,sushi hana bar,91324,8186780041,4.0,,2,9129 reseda blvd
2386,yoshinoya america,90019,3239319972,4.0,,1,4846 w pico blvd
2387,arado,90010,2133871199,4.0,,3,4001 wilshire blvd
2388,sayori,,,4.0,,1,north bedford dr
2389,mia sushi,90041,3232562562,4.0,,11,4741 eagle rock blvd
2390,octopus japanese fusion restaurant,91436,8183800855,3.5,$$ - $$$,7,16733 ventura blvd
2391,club sushi hollywood,90028,3103725939,2.0,$$ - $$$,3,6374 w sunset blvd
2392,mikoshi,90007,2137467874,4.0,$,4,3010 south figueroa street
2393,yakitoriya,90064,3104795400,3.5,$$ - $$$,16,11301 w olympic blvd ste 101
2394,eggplant,91604,8185081800,4.5,,7,11266 ventura blvd
2395,mustachioed japanese cuisine,91324,8187017869,4.0,,3,9046 tampa ave
2396,the sushi house,91604,8185063162,3.5,,7,11388 ventura blvd
2397,california roll & sushi,91367,8183484600,3.5,,5,6100 topanga canyon blvd
2398,en sushi,90025,3104771551,3.5,$$ - $$$,22,11651 santa monica blvd
2399,soy japanese grill & roll,90007,2137468831,3.5,,2,2813 s figueroa st
2400,kazu sushi,91604,8187634836,3.0,$$ - $$$,4,11440 ventura blvd
2401,dancing wasabi,91316,8189860014,3.5,,5,17547 ventura blvd
2402,hakata ramen restaurant,90012,,3.5,$$ - $$$,9,132 s central ave
2403,makoto sushi,91316,8187087065,4.5,,4,17920 ventura blvd
2404,oishi japanese cuisine,91304,8188826958,4.0,,8,8215 de soto ave
2405,restaurant oiwake,90012,2136282678,3.5,,4,122 japanese village plaza mall
2406,sushi mac,,,3.5,,4,15030 ventura blvd
2407,mon japanese restaurant,91356,8183420307,4.0,,4,19463 ventura blvd
2408,sun sushi bar & japanese cuisine,91324,8188821465,3.5,,3,8920 reseda blvd
2409,sushi and teri,90012,2136878368,3.5,,6,116 japanese village plaza mall
2410,kagaya japanese restaurant,90012,2136171016,4.5,$$$$,20,418 e 2nd st
2411,kyoto,90017,2138963812,3.5,$$ - $$$,2,930 wilshire blvd
2412,big fish japanese cusine,91423,8187848234,3.5,,2,woodman ave
2413,tamashii ramen house,91403,8189901268,3.0,,7,14531 ventura blvd
2414,shabu hachi restaurant,90064,3104797537,3.5,,10,11680 w olympic blvd
2415,daichan kaiten-sushi,90064,3109145028,3.5,$$ - $$$,8,11301 olympic blvd.
2416,tomo japanese robata grill & sake bar,91324,8183682720,3.5,$$ - $$$,6,18707 devonshire st
2417,aoki japanese restaurant,90040,3237809802,3.0,,1,2470 south atlantic blvd
2418,hanabi sushi,,8183427070,3.0,,2,17711 saticoy st
2419,shogun sushi,91324,8183499555,3.5,,10,10174 reseda blvd
2420,kushi shabu,,2136210210,3.5,$$ - $$$,4,123 astronaut e s onizuka st
2421,atch-kotch japanese restaurant,90038,3234675537,3.5,,7,1253 vine st
2422,sumo sushi,91401,8187280567,3.0,,6,5254 van nuys blvd
2423,maki maku rame bar,90028,3234633130,2.0,,1,6708 hollywood blvd
2424,yoshinoya beef bowl restaurant,90007,3237321516,2.0,,1,2215 s vermont ave
2425,saito's sushi,90029,3236638890,3.5,,4,4339 w sunset blvd
2426,osaka japan,91402,8188936168,-1,,-1,8401 van nuys blvd
2427,sushi tatsu,91606,8187617011,-1,,-1,12515 victory blvd
2428,sushi of gari,90028,3234006300,-1,$$ - $$$,-1,6201 hollywood blvd
2429,matsumoto,90048,3236530470,-1,$$$$,-1,8385 beverly blvd.
2430,cozmodeck - experience la's best restaurants at a discount!,90049,3107093969,-1,,-1,11693 san vicente blvd. suite 338
2431,momo's japanese restaurant,91325,8185271502,-1,,-1,18429 nordhoff st
2432,jasmine hana,90732,3108317000,-1,$$ - $$$,-1,28150 s western ave
2433,harumi's kitchen,91344,8187458163,-1,,-1,17823 chatsworth st
2434,new shogun sushi & omakase,90006,2133650213,-1,,-1,987 s vermont ave
2435,yoshinoya west,90011,2137481908,-1,,-1,1900 s san pedro st
2436,quality teriyaki bowl,,,-1,,-1,11925 ventura blvd
2437,fugu sushi delivery,90025,3107769354,-1,,-1,2117 sawtelle blvd
2438,takamaru,90048,3237820181,-1,,-1,8474 w 3rd st
2439,gatten sushi,,2133881620,-1,,-1,3785 wilshire blvd ste 24
2440,asuka,90024,4248327284,-1,$$$$,-1,1553 westwood blvd
2441,tsurumaru udon honpo,90013,2136250441,-1,,-1,333 s alameda st
2442,ichiban-tokyo,90012,2136293543,-1,$,-1,201 north los angeles street
2443,mi jo ri,90020,2133822103,-1,,-1,4163 west 3rd street
2444,dome pochana,91342,8183627864,-1,,-1,13191 gladstone ave
2445,light & healthy,90064,3104744498,-1,$$ - $$$,-1,10914 w pico blvd
2446,wow bento and roll,,2134893636,-1,,-1,710 s hill st
2447,hana grill,91403,8189057312,-1,,-1,15301 ventura blvd
2448,ginza ya bakery,90013,2136261904,-1,,-1,333 s alameda st ste 106
2449,yagura ichiban,90012,2136234141,-1,,-1,101 japanese village plaza mall
2450,bestia restaurant,90021,2135145724,4.5,$$$$,357,2121 e 7th pl
2451,angelini osteria,90036,3232970070,4.5,$$ - $$$,327,7313 beverly blvd
2452,raffaello ristorante,90731,3105140900,4.5,$$ - $$$,151,400 s pacific ave
2453,bossa nova,90046,3234367999,4.5,$$ - $$$,368,7181 w sunset blvd
2454,cecconi's,90069,3104322000,4.0,$$$$,324,8764 melrose avenue
2455,maccheroni republic,90013,2133469725,4.5,$$ - $$$,103,332 s broadway
2456,pizzeria mozza,,3232970101,4.0,$$ - $$$,527,641 n highland ave
2457,desano pizza bakery,90029,8436374225,4.5,$,66,4969 santa monica blvd
2458,the factory kitchen,90013,2139966000,4.5,$$$$,167,1300 factory pl ste 101
2459,ca' del sole,91602,8189854669,4.5,$$ - $$$,131,4100 cahuenga blvd
2460,madeo,90048,3108594903,4.5,$$$$,255,8897 beverly blvd
2461,drago centro,90071,2132288998,4.0,$$$$,211,525 s flower st ste 120
2462,osteria mozza,90038,3232970100,4.0,$$$$,495,6602 melrose ave
2463,trastevere ristorante italiano,90028,3239623700,4.0,$$ - $$$,353,6801 hollywood blvd
2464,culina,,3108604000,4.5,$$$$,206,300 s doheny dr
2465,jino's pars,90045,3106456666,4.5,$$ - $$$,97,5844 w manchester ave
2466,officine brera,90021,2135538006,4.5,$$$$,34,1331 e 6th st
2467,olive garden,91311,8187726090,4.5,$$ - $$$,103,19724 nordhoff place
2468,maggiano's - farmers market,90036,3239659665,4.0,$$ - $$$,185,189 the grove dr
2469,miceli's,90068,3238513344,4.0,$$ - $$$,121,3655 cahuenga blvd w
2470,masa of echo park,90026,2139891558,4.5,$$ - $$$,94,1800 w sunset blvd
2471,mr. c - beverly hills,,8773345623,4.5,$$$$,75,1224 beverwil dr.
2472,sotto,,3102770210,4.0,$$ - $$$,95,9575 w pico blvd
2473,terroni - la,90014,4165040320,4.0,$$ - $$$,65,802 s spring st
2474,scopa italian roots,90292,3108211100,4.0,$$ - $$$,86,2905 washington blvd
2475,il capriccio on vermont,90027,3236625900,4.5,$$ - $$$,79,1757 n vermont ave
2476,rao's,90038,3239627267,4.5,$$ - $$$,49,1006 seward st
2477,toscana,90049,3108202448,4.5,$$$$,58,11633 san vicente blvd
2478,marino,90038,3234668812,4.5,$$ - $$$,64,6001 melrose ave
2479,dan tana's,90069,3102759444,4.0,$$$$,212,9071 santa monica blvd
2480,caffe pinguini,90293,3103060117,4.5,$$ - $$$,64,6935 pacific ave
2481,obica mozzarella bar - century city,,3105562452,4.5,$$ - $$$,80,10250 santa monica blvd
2482,maggiano's little italy,90036,3239659665,4.0,$$ - $$$,66,6301 w 3rd st
2483,osteria la buca,90038,3234621900,4.0,$$ - $$$,112,5210 1/2 melrose ave
2484,locanda veneta,90048,3102741893,4.5,$$$$,77,8638 w 3rd st
2485,buca di beppo,,8185099463,4.0,$$ - $$$,198,1000 universal studios blvd
2486,blaze pizza,90036,3239318000,4.5,$,31,110 s fairfax ave
2487,casa nostra,90015,2133623311,4.0,$$ - $$$,66,825 james m wood blvd
2488,palermo ristorante italiano,90027,3236631430,4.0,$$ - $$$,87,1858 n vermont ave
2489,cantalini's salerno beach restaurant,90293,3108210018,4.5,$$ - $$$,97,193 culver blvd
2490,la piazza ristorante,90036,3239335050,4.0,$$ - $$$,147,189 the grove dr
2491,abbot's pizza company,90291,3103967334,4.0,$,113,1407 abbot kinney blvd
2492,prosecco trattoria,91602,8185050930,4.5,$$ - $$$,60,10144 riverside dr
2493,terroni,90036,3239540300,4.0,$$ - $$$,165,7605 beverly blvd
2494,maggiano's - woodland hills,91367,8188873777,4.0,$$ - $$$,76,6100 topanga canyon blvd
2495,gusto,90048,3237821778,4.5,$$ - $$$,54,8432 w 3rd st
2496,osteria mamma,90038,3234663740,4.5,$$ - $$$,77,5732 melrose ave
2497,colori kitchen,90014,2136225950,4.5,$$ - $$$,74,429 w 8th st
2498,pizzicotto,90049,3104427188,4.5,$$ - $$$,68,11758 san vicente blvd
2499,800 degrees neapolitan pizzeria,90017,2135423790,4.0,$$ - $$$,41,800 wilshire blvd
2500,chi spacca,90038,3232971133,4.5,$$$$,49,6601 melrose ave
2501,vespaio,90012,2132217244,4.0,$$ - $$$,64,225 s grand ave
2502,live basil pizza,90017,2137465483,4.0,$,48,la live
2503,stella barra pizzeria,90028,3233014001,4.5,$$ - $$$,39,1470 n cahuenga blvd
2504,j trani's ristorante,90731,3108321220,4.5,$$ - $$$,41,584 w 9th st
2505,800 degree,90024,4242395010,4.0,$,146,10889 lindbrook dr
2506,eastside market,90012,2132502464,4.5,$,28,1013 alpine st
2507,divino,90049,3104720886,4.5,$$$$,49,11714 barrington ct
2508,enjoeat classico,90252,3108377004,4.5,$$ - $$$,23,3918 van buren pl
2509,pomodoro trattoria - pizzeria,90024,3104459998,4.5,$$ - $$$,49,1393 westwood blvd
2510,pizzeria il fico,90048,3102713426,4.5,$$ - $$$,67,310 s robertson blvd
2511,la pergoletta,90027,3236648259,5.0,$$ - $$$,12,1802 hillhurst ave
2512,south end,90291,4242284736,4.5,$$ - $$$,41,2805 abbot kinney blvd
2513,jon & vinny's,90036,3233343369,4.0,$$ - $$$,57,412 n fairfax ave
2514,ancora cucina italiana,91356,8188818411,4.5,$$ - $$$,21,19647 ventura blvd
2515,barrique,90291,3103999010,5.0,,11,796 main st
2516,spumante restaurant,,8185087716,5.0,$$ - $$$,32,"11049 magnolia blvd., suite 107"
2517,della terra,90036,3239337675,4.5,$$ - $$$,38,7675 beverly blvd
2518,neil's pasta & seafood grill,90731,3105483495,4.5,$$ - $$$,41,383 w 5th st
2519,pastina,90064,3104414655,4.5,$$ - $$$,30,2260 westwood blvd
2520,pitfire artisan pizza,91601,8189802949,4.0,$$ - $$$,37,5211 lankershim blvd
2521,fabiolus cucina italiana verona,90028,3234672882,4.0,$$ - $$$,104,6270 w sunset blvd
2522,franco on melrose,90038,3239343390,4.5,$$ - $$$,28,6919 melrose ave
2523,chi chi's pizza,91324,8189939911,4.5,$$ - $$$,27,9080 tampa ave
2524,pit fire pizza co,91601,8189802949,4.0,$$ - $$$,42,5211 lankershim blvd
2525,pitfire pizza company,90046,3235446240,4.5,$$ - $$$,22,801 n fairfax ave
2526,miro,90017,2139888880,4.5,$$ - $$$,13,888 wilshire blvd
2527,village pizzeria,90004,3234655566,4.5,$,45,131 n larchmont blvd
2528,toscanova,90067,3105510499,4.0,$$ - $$$,93,10250 santa monica blvd ste 192
2529,lido pizza,91411,8187812551,4.5,$$ - $$$,29,15232 victory blvd
2530,maximiliano,90042,3237396125,4.5,$$ - $$$,37,5930 york avenue
2531,raffallo's pizza,,3236608506,4.5,$,31,4708 fountain ave
2532,il fornaio,,8182971700,4.0,$$ - $$$,32,6320 topanga canyon blvd
2533,pecorino,90049,3105713800,4.5,$$$$,49,11604 san vicente blvd
2534,palmeri,90049,3104428446,4.5,$$ - $$$,52,11650 san vicente blvd
2535,skylight gardens,,3108241818,4.0,$$ - $$$,69,1139 glendon ave
2536,oliva trattoria,,8187894490,4.5,$$ - $$$,57,4449 van nuys blvd
2537,il piccolo verde,90049,3104724939,4.5,$$ - $$$,18,140 s barrington pl
2538,la bruschetta ristorante,90024,3104771052,4.5,$$ - $$$,38,1621 westwood blvd
2539,froma on melrose,90046,3236533700,4.5,$$ - $$$,21,7960 melrose ave
2540,alimento,90026,,4.0,$$ - $$$,29,1720 silver lake blvd
2541,il tiramisu,91423,8189862640,4.5,$$ - $$$,32,13705 ventura blvd
2542,berri's pizza cafe,90048,3238520642,4.0,$$ - $$$,36,8412 w 3rd st
2543,vitello's,91604,8187690905,3.5,$$ - $$$,73,4349 tujunga ave
2544,carmines ii,90025,3104414706,4.5,$$ - $$$,34,10463 santa monica blvd
2545,vincenti ristorante,90049,3102070127,4.5,$$$$,30,11930 san vicente blvd
2546,vito's pizza,90069,3106526859,4.5,$$ - $$$,77,846 n la cienega blvd
2547,panzanella ristorante,91403,8187844400,4.0,$$$$,43,14928 ventura blvd
2548,farfalla trattoria italiana,90027,3236617365,4.0,$$ - $$$,55,1978 hillhurst ave
2549,pistola,90048,3239519800,4.5,$$$$,13,8033 w 3rd st
2550,antonio's pizzeria & italian restaurant,91423,8187881103,4.5,$$ - $$$,38,13619 ventura blvd
2551,centanni,90291,3103147275,4.0,$$ - $$$,42,1700 lincoln blvd
2552,alejo's presto trattoria,90045,3106706677,4.0,$$ - $$$,77,8343 lincoln blvd
2553,peperone,90028,3234613088,5.0,$$ - $$$,8,6603 hollywood blvd
2554,brandywine,91364,8182259114,4.5,$$$$,49,22757 ventura blvd
2555,napoleon and josephine,90046,3234247487,4.5,$$ - $$$,22,7212 melrose ave
2556,cricca's italian delicatessen,91364,8183400515,5.0,$,12,4876 topanga canyon blvd
2557,spartina,90046,3237821023,4.5,$$ - $$$,11,7505 melrose ave
2558,pizza studio,90007,2137636123,4.5,$,25,3584 s figueroa st
2559,la gondola,90211,3102471239,4.5,$$$$,53,9025 wilshire blvd
2560,sprazzo,90024,3104793337,4.5,$$ - $$$,32,1389 westwood blvd
2561,rocco's pizza,90048,3236550058,4.5,$,39,6335 wilshire blvd
2562,cicada restaurant,90014,2134889488,4.0,$$$$,58,617 s olive st
2563,flame pizzeria,91335,8185783888,5.0,$$ - $$$,9,19309 vanowen st
2564,frankie's italian kitchen,91356,8187051295,4.5,$$ - $$$,26,5538 reseda blvd
2565,olio,90013,,4.0,$,14,317 south broadway
2566,casa bianca pizza pie,90041,3232569617,4.0,$$ - $$$,79,1650 colorado blvd
2567,little toni's,91602,8187630131,4.0,$$ - $$$,33,4745 lankershim blvd
2568,the capri italian restaurant,,3232573225,4.5,$$ - $$$,16,viale giacomo matteotti 15
2569,cafe angelino,90048,3102461177,4.0,$$ - $$$,41,8735 w 3rd st
2570,stefano's two guys from italy,90028,3234664552,4.0,$,42,6705 hollywood blvd
2571,il moro,,3105753530,4.5,$$$$,44,11400 w olympic blvd
2572,louie's pizza and pasta,,,4.0,$,40,"100 universal city plaza, universal city, ca 91608"
2573,beach pizza,90045,3108272000,4.5,$$ - $$$,24,8601 lincoln blvd
2574,all'acqua restaurant,90039,3236633280,4.5,$$ - $$$,23,3280 glendale blvd
2575,vernetti,90004,3237995886,4.0,$$ - $$$,20,225 n larchmont blvd
2576,san carlo italian deli,91311,8187270890,5.0,,17,10178 mason ave
2577,firenze osteria,91602,8187607081,4.5,$$ - $$$,49,4212 lankershim blvd
2578,maria's italian kitchen,90064,3104413663,4.0,$$ - $$$,26,10761 w pico blvd
2579,vintage enoteca,90046,3235125278,4.5,$$ - $$$,14,7554 w sunset blvd
2580,sorrento's pizza house,90732,3105475129,4.5,$$ - $$$,20,2428 s western ave
2581,cruzer pizza,90027,3236660600,5.0,$,11,4449 prospect ave
2582,fabrocini's italian restaurant,90077,3104757404,4.5,$$ - $$$,33,2960 n beverly glen cir
2583,caffe primo,90069,3102898895,4.0,$$ - $$$,51,8590 sunset blvd.
2584,trattoria natalie,90035,3102461826,4.0,$$ - $$$,23,8681 w pico blvd
2585,cafe verona,90036,3239346188,4.0,$$ - $$$,36,201 s la brea ave
2586,niko's pizza,90014,3102411400,4.5,$$ - $$$,11,399 w 6th st
2587,la cava,,8189811517,4.0,$$ - $$$,29,13565 ventura blvd
2588,pizza next door,90017,2136226595,4.5,$,19,806 west 8th street
2589,tanino,90024,3102080444,4.0,$$$$,69,1043 westwood blvd
2590,andre's italian restaurant,90036,3239351246,4.0,$,26,6332 w 3rd st
2591,italian express,90024,3102085572,4.5,$,11,10845 lindbrook dr
2592,ball and chain restaurant,90028,3234652255,4.5,$$ - $$$,14,1643 n cahuenga blvd
2593,reno's pizzeria & restaurant,91604,8187631088,4.5,$,18,11412 ventura blvd
2594,lamonica's new york pizza,90024,3102088671,4.0,$,35,1066 gayley ave
2595,cucina bene,91403,8189818300,4.5,$$ - $$$,15,4511 sepulveda blvd
2596,vinoteca farfalla,90027,3236618070,4.5,$$ - $$$,19,1968 hillhurst avenue
2597,guido's,90025,8664588279,4.0,$$ - $$$,36,14556 polk st
2598,enzo & angela,90025,3104773880,4.0,$$ - $$$,38,11701 wilshire blvd
2599,trattoria bella roma,90035,3102777662,4.5,$$ - $$$,10,1509 s. robertson blvd
2600,spumoni restaurant,91403,8189817218,4.5,,18,14533 ventura blvd
2601,wood,90026,3236679940,4.5,$$ - $$$,11,2861 w sunset blvd
2602,ciabatta bar cucina italiana,90028,3235001121,5.0,$$ - $$$,4,6464 w sunset blvd
2603,pizza bella,90068,3238765961,4.5,$,15,1900 n highland ave
2604,il grano,90025,8774850443,4.5,$$$$,43,11359 santa monica blvd
2605,hollywood pizza & gelato,90068,8187607383,4.5,$,12,100 universal city plaza
2606,eagle rock italian bakery,90041,3232558224,5.0,$,8,1726 colorado blvd
2607,sor tino,90049,3104428466,4.0,$$ - $$$,27,908 s barrington ave
2608,deanos gourmet pizza,90036,3239356373,4.0,$,25,6333 west 3rd street
2609,melrose cafe,90038,3234610077,4.5,$,9,5003 melrose ave
2610,nicola's kitchen,91364,8188839477,4.0,$$ - $$$,30,20969 ventura blvd ste 14
2611,enzo's pizzeria,90024,3102083696,4.0,$,26,10940 weyburn ave
2612,cafe carolina,91316,8188818600,4.5,$$ - $$$,17,17934 ventura blvd
2613,caruso's pizza,91342,8183677766,4.0,$$ - $$$,13,13737 foothill blvd
2614,italy's little kitchen,90045,3106451220,4.0,$$ - $$$,99,8516 lincoln blvd
2615,anima pizza & pasta,90005,2137380799,5.0,,9,698 s vermont ave
2616,presto pasta granda hills,91344,8183607737,4.5,,10,17923 chatsworth st
2617,larocco's pizzeria,90045,3106420029,5.0,$$ - $$$,6,8806 s sepulveda blvd
2618,uncle ernie's pizza,,,4.5,,9,9841 topanga canyon blvd
2619,buon gusto ristorante,91345,8188939985,4.5,$$ - $$$,15,15535 devonshire st
2620,patsy d'amore's pizza,90036,3239384938,4.0,$,10,6333 w 3rd st ste 448
2621,think bistro,90732,,4.0,,9,1420 w 25th st
2622,garden cafe,90011,8187883700,4.0,$$ - $$$,15,4351 woodlawn ave
2623,crossroads restaurant,91356,8183456616,4.5,,7,6027 reseda blvd
2624,topanga pizza,91364,8182224944,4.5,,11,22994 ventura blvd
2625,olio pizzeria & cafe,90048,,4.5,$$ - $$$,25,8075 w 3rd st
2626,johnnie's new york pizzeria,90291,3108211224,4.5,$,26,2805 abbot kinney blvd
2627,161st street pizza,90068,3238516161,4.5,$,9,3252 cahuenga blvd w
2628,bella roma spqr,90035,,5.0,,6,1513 s robertson blvd
2629,caffe italia,91401,8184653690,5.0,,3,14056 burbank blvd
2630,cuore dell amante,90015,2134884999,5.0,$$ - $$$,3,123 e 9th st
2631,apollonia's pizzeria,90036,,5.0,,5,5176 wilshire blvd
2632,mozza 2 go,90038,3232971130,4.5,$$ - $$$,14,6610 melrose ave
2633,i panini di ambra,90028,3234631200,4.5,,11,5633 hollywood blvd
2634,all'angolo,90020,,5.0,,8,4050 w 3rd st
2635,the good pizza,90293,3108270500,4.0,,16,8115 w manchester ave
2636,cafe fiore,91367,8188884514,4.0,$$ - $$$,24,21550 oxnard st ste 125
2637,venice cucina,90291,3103926300,4.0,$$ - $$$,31,209 windward ave
2638,pizza rev,91367,8183474990,4.5,$,17,6439 canoga ave
2639,sbarro the italian eatery,90040,,4.0,$,14,150 citadel dr # 148
2640,emilio's trattoria,91436,8187847499,4.0,$$ - $$$,27,16234 ventura blvd
2641,shakey's,90038,2134631104,4.5,$,10,7001 santa monica blvd
2642,andiamo,90045,,3.5,$$$$,51,5711 w century blvd
2643,defrankos italian sandwiches,91406,8187809556,4.5,$,5,7532 woodley ave
2644,delicious pizza,90016,3234243014,4.5,,6,5419 w adams blvd
2645,pieology pizzeria,,8185934221,4.0,,6,6250 topanga canyon blvd
2646,fresh brothers,90068,3239626262,5.0,,4,1923 n bronson ave
2647,barone's famous italian restaurant,91401,8187826004,4.0,$$ - $$$,37,13726 oxnard st
2648,caprese restaurant,91311,8187097054,4.5,$$ - $$$,7,9777 topanga canyon blvd
2649,joe peep's new york pizza,91607,8185064133,4.0,$,35,12460 magnolia blvd
2650,folliero pizza & italian food,90042,3232540505,4.5,,13,5566 n figueroa st
2651,beech street cafe,,3105731940,4.0,$$ - $$$,22,863 swarthmore ave
2652,il tramezzino,91604,8187842244,4.5,$$ - $$$,17,13031 ventura blvd
2653,michelangelo ristorante,90039,3236604843,4.0,$$ - $$$,20,2742 rowena ave
2654,casa de pizza,91344,8183666311,4.0,$$ - $$$,11,16161 san fernando mission blvd
2655,stefano's,90045,3102167716,5.0,,2,6081 center dr ste 215
2656,slicetruck pizza,90025,3104449550,5.0,$$ - $$$,1,1523 s bundy dr
2657,al bacio ristorante,90069,3106571182,5.0,,3,8741 w sunset blvd
2658,hi pizza italian kitchen,90004,2133805757,5.0,,2,119 s western ave
2659,d'amore's pizza connection,91311,8183485900,5.0,$$ - $$$,1,20926 lassen st
2660,hard times pizza,90026,2134131900,5.0,,1,1311 glendale blvd
2661,quickies pizza & subs,91604,8187606699,5.0,$,1,4362 laurel canyon blvd
2662,sbarro,90048,3106595504,5.0,,5,8500 beverly blvd
2663,all' angelo,90046,3239339540,5.0,,1,7166 melrose ave
2664,pasquale shoe repair & cafe,90019,3239366883,5.0,$$ - $$$,1,5616 san vicente blvd
2665,ameci pizza & pasta,91364,8183461500,5.0,$$ - $$$,1,4861 topanga canyon blvd
2666,mehrdad's place,91356,8189968008,5.0,,1,19563 ventura blvd
2667,bona,11140,3103915533,5.0,,1,11140 palms blvd
2668,italiano's pizza,90042,3232556155,5.0,,1,5101 york blvd
